id	name	phyle	quality	search_keyword
f_21203	欺诈女巫麗奥娜EX	8	4	欺诈女巫麗奥娜EX
f_21204	欺诈女巫麗奥娜EX	8	5	欺诈女巫麗奥娜EX
f_21209	聖诞夜的Chalon	8	4	聖诞夜的Chalon
f_21210	聖诞夜的Chalon	8	5	聖诞夜的Chalon
f_21215	Myconid	8	4	Myconid
f_21216	Myconid	8	5	Myconid
f_21221	Fran	8	4	Fran
f_21227	疾風劍瑪麗塔EX	7	4	疾風劍瑪麗塔EX
f_21228	疾風劍瑪麗塔EX	7	5	疾風劍瑪麗塔EX
f_21233	貓劍聖EX	7	4	貓劍聖EX
f_21234	貓劍聖EX	7	5	貓劍聖EX
f_21239	貓女三姐妹來生泪	7	4	貓女三姐妹來生泪
f_21240	貓女三姐妹來生泪	7	5	貓女三姐妹來生泪
f_21246	貓女三姐妹瞳愛	7	5	貓女三姐妹瞳愛
f_21275	森林的守護者Kay	6	4	森林的守護者Kay
f_21276	森林的守護者Kay	6	5	森林的守護者Kay
f_21287	公主骑士伊尔	1	4	公主骑士伊尔
f_21288	公主骑士伊尔	1	5	公主骑士伊尔
f_21293	王家之盾埃德娜	6	4	王家之盾埃德娜
f_21294	王家之盾埃德娜	6	5	王家之盾埃德娜
f_21305	萝莉巨魔	5	4	萝莉巨魔
f_21306	萝莉巨魔	5	5	萝莉巨魔
f_21323	火龍劍士	9	4	火龍劍士
f_21324	火龍劍士	9	5	火龍劍士
f_21329	冰龍射手	9	4	冰龍射手
f_21330	冰龍射手	9	5	冰龍射手
f_21335	电龍戰士	9	4	电龍戰士
f_21336	电龍戰士	9	5	电龍戰士
f_21341	火龍劍士	9	4	火龍劍士
f_21342	火龍劍士	9	5	火龍劍士
f_21347	冰龍射手	9	4	冰龍射手
f_21348	冰龍射手	9	5	冰龍射手
f_21353	电龍戰士	9	4	电龍戰士
f_21354	电龍戰士	9	5	电龍戰士
f_21359	雅典娜之像	8	4	雅典娜之像
f_21360	雅典娜之像	8	5	雅典娜之像
f_21365	真理探求者AL	2	4	真理探求者AL
f_21366	真理探求者AL	2	5	真理探求者AL
f_21372	实验體九号	2	5	实验體九号
f_21389	精靈贵族羅薩	6	4	精靈贵族羅薩
f_21390	精靈贵族羅薩	6	5	精靈贵族羅薩
f_21395	泳装天使	10	4	泳装天使
f_21396	泳装天使	10	5	泳装天使
f_21401	特设天使	10	4	特设天使
f_21402	特设天使	10	5	特设天使
f_21431	獸人新娘	7	4	獸人新娘
f_21432	獸人新娘	7	5	獸人新娘
f_21437	SKY新娘	8	4	SKY新娘
f_21443	圖尔冈BB	6	4	圖尔冈BB
f_21444	圖尔冈BB	6	5	圖尔冈BB
f_21449	瑪麗塔BB	7	4	瑪麗塔BB
f_21450	瑪麗塔BB	7	5	瑪麗塔BB
f_21455	零零BB	1	4	零零BB
f_21456	零零BB	1	5	零零BB
f_21479	布琳希儿	8	4	布琳希儿
f_21480	布琳希儿	8	5	布琳希儿
f_21491	天照	8	4	天照
f_21492	天照	8	5	天照
f_21497	露娜EX	7	4	露娜EX
f_21498	露娜EX	7	5	露娜EX
f_21503	辉夜姫	8	4	辉夜姫
f_21504	辉夜姫	8	5	辉夜姫
f_21509	月兔卯卯	7	4	月兔卯卯
f_21510	月兔卯卯	7	5	月兔卯卯
f_21515	紅木乃伊	2	4	紅木乃伊
f_21516	紅木乃伊	2	5	紅木乃伊
f_21527	南瓜魔女EX	2	4	南瓜魔女EX
f_21528	南瓜魔女EX	2	5	南瓜魔女EX
f_21533	冥王	2	4	冥王
f_21534	冥王	2	5	冥王
f_21539	黑王妃	2	4	黑王妃
f_21540	黑王妃	2	5	黑王妃
f_21551	霜雷之心EX	6	4	霜雷之心EX
f_21552	霜雷之心EX	6	5	霜雷之心EX
f_21557	卖火柴的小女孩	8	4	卖火柴的小女孩
f_21558	卖火柴的小女孩	8	5	卖火柴的小女孩
f_21563	聖诞服装	1	4	聖诞服装
f_21564	聖诞服装	1	5	聖诞服装
f_21569	月亮女神阿提奈斯	8	4	月亮女神阿提奈斯
f_21570	月亮女神阿提奈斯	8	5	月亮女神阿提奈斯
f_21575	聖诞萝莉巨魔	5	4	聖诞萝莉巨魔
f_21576	聖诞萝莉巨魔	5	5	聖诞萝莉巨魔
f_21593	黑耀Beatrix	9	4	黑耀Beatrix
f_21594	黑耀Beatrix	9	5	黑耀Beatrix
f_21599	冰雪衝锋詹姆	1	4	冰雪衝锋詹姆
f_21600	冰雪衝锋詹姆	1	5	冰雪衝锋詹姆
f_21605	冰雪之槍妮可	6	4	冰雪之槍妮可
f_21606	冰雪之槍妮可	6	5	冰雪之槍妮可
f_21611	冰雪劍迦羅娜	7	4	冰雪劍迦羅娜
f_21612	冰雪劍迦羅娜	7	5	冰雪劍迦羅娜
f_21617	冰雪之镜	1	4	冰雪之镜
f_21618	冰雪之镜	1	5	冰雪之镜
f_21623	冰雪荆棘丛	6	4	冰雪荆棘丛
f_21624	冰雪荆棘丛	6	5	冰雪荆棘丛
f_21647	劍聖艾拉EX	7	4	劍聖艾拉EX
f_21648	劍聖艾拉EX	7	5	劍聖艾拉EX
f_21653	狙殺大師汉娜EX	7	4	狙殺大師汉娜EX
f_21654	狙殺大師汉娜EX	7	5	狙殺大師汉娜EX
f_21659	情人节萝莉巨魔	5	4	情人节萝莉巨魔
f_21660	情人节萝莉巨魔	5	5	情人节萝莉巨魔
f_21665	恋愛惡魔巧克莉	11	4	恋愛惡魔巧克莉
f_21666	恋愛惡魔巧克莉	11	5	恋愛惡魔巧克莉
f_21677	巧克力汉娜	7	4	巧克力汉娜
f_21678	巧克力汉娜	7	5	巧克力汉娜
f_21683	巧克力莱杰	8	4	巧克力莱杰
f_21684	巧克力莱杰	8	5	巧克力莱杰
f_21689	巧克力茱蒂	1	4	巧克力茱蒂
f_21690	巧克力茱蒂	1	5	巧克力茱蒂
f_21713	樱花艾拉	7	4	樱花艾拉
f_21714	樱花艾拉	7	5	樱花艾拉
f_21719	樱花菲莉	6	4	樱花菲莉
f_21720	樱花菲莉	6	5	樱花菲莉
f_21749	羅密欧EX	1	4	羅密欧EX
f_21750	羅密欧EX	1	5	羅密欧EX
f_21773	闪电迪伦	8	4	闪电迪伦
f_21774	闪电迪伦	8	5	闪电迪伦
f_21779	悠久之音穆特	1	4	悠久之音穆特
f_21780	悠久之音穆特	1	5	悠久之音穆特
f_21810	飛劍	8	5	飛劍
f_21827	巾帼英雄（日文版）	1	4	巾帼英雄
f_21828	巾帼英雄（日文版）	1	5	巾帼英雄
f_21833	小個子雅戈	4	4	小個子雅戈
f_21834	小個子雅戈	4	5	小個子雅戈
f_21839	飛空小坦克	4	4	飛空小坦克
f_21840	飛空小坦克	4	5	飛空小坦克
f_21857	梅雨席尔瓦	6	4	梅雨席尔瓦
f_21858	梅雨席尔瓦	6	5	梅雨席尔瓦
f_21870	光力天使	10	5	光力天使
f_21917	自來也	7	4	自來也
f_21918	自來也	7	5	自來也
f_21923	自來也的影子	7	4	自來也的影子
f_21924	自來也的影子	7	5	自來也的影子
f_21935	沙滩守護者温蒂	1	4	沙滩守護者温蒂
f_21936	沙滩守護者温蒂	1	5	沙滩守護者温蒂
f_21941	玉藻前	7	4	玉藻前
f_21942	玉藻前	7	5	玉藻前
f_21977	火焰女郎EX	8	4	火焰女郎EX
f_21978	火焰女郎EX	8	5	火焰女郎EX
f_21980	無瑕飛劍	8	5	無瑕飛劍
f_21981	法则碎片	8	5	法则碎片
f_21982	烬蝶	2	5	烬蝶
f_21987	雲骑士	6	5	雲骑士
f_21988	月靈	1	4	月靈
f_21989	海神分身	3	4	海神分身
f_21990	芬里尔之狼	3	4	芬里尔之狼
f_21991	烏鸦雾尼	3	4	烏鸦雾尼
f_11005	快玩靈猴	8	4	快玩靈猴
f_11011	多玩YY熊	8	4	多玩YY熊
f_11017	腹黑AC娘	8	4	腹黑AC娘
f_11023	Vector	8	4	Vector
f_11029	夏深	8	4	夏深
f_11047	哈梅林的吹笛手	8	4	哈梅林的吹笛手
f_11053	地精炸彈Chucka	4	4	地精炸彈Chucka
f_11059	撕裂者格林	8	4	撕裂者格林
f_11065	狂欢女王	8	4	狂欢女王
f_11071	高階火焰魔女	6	4	高階火焰魔女
f_11083	诅咒黑巫師	8	4	诅咒黑巫師
f_11089	風神	8	4	風神
f_11095	元素神	8	4	元素神
f_11101	形变者洛基	8	4	形变者洛基
f_11107	粉碎者托尔	8	4	粉碎者托尔
f_11113	赫尔	8	4	赫尔
f_11119	伊登	8	4	伊登
f_11125	世界之树	8	4	世界之树
f_11131	黑胡子船長	2	4	黑胡子船長
f_11132	黑胡子船長	2	5	黑胡子船長
f_11137	杰克船長	2	4	杰克船長
f_11138	杰克船長	2	5	杰克船長
f_11143	安妮邦尼	2	4	安妮邦尼
f_11144	安妮邦尼	2	5	安妮邦尼
f_11149	瑪莉	2	4	瑪莉
f_11155	克劳斯	2	4	克劳斯
f_11156	克劳斯	2	5	克劳斯
f_11161	克劳斯	2	4	克劳斯
f_11162	克劳斯	2	5	克劳斯
f_11210	愛神阿佛洛狄忒	8	4	愛神阿佛洛狄忒
f_11216	灰眸女神雅典娜	8	4	灰眸女神雅典娜
f_11222	阿喀琉斯	8	4	阿喀琉斯
f_11234	潘	8	4	潘
f_11247	牛头怪	8	5	牛头怪
f_11306	诡计之神洛基	8	4	诡计之神洛基
f_11312	雷神托尔	8	4	雷神托尔
f_11318	愛神芙蕾雅	8	4	愛神芙蕾雅
f_11372	荷鲁斯	8	4	荷鲁斯
f_11378	哈索尔	8	4	哈索尔
f_11390	阿努比斯	8	4	阿努比斯
f_11402	艾西斯	8	4	艾西斯
f_11408	赛特	8	4	赛特
f_11420	安荷	8	4	安荷
f_11426	塞克迈特	8	4	塞克迈特
f_11432	安穆凯	8	4	安穆凯
f_11450	孔斯	8	4	孔斯
f_11456	卜塔	8	4	卜塔
f_11462	托特	8	4	托特
f_11474	愛神奎特	8	4	愛神奎特
f_11480	蛇神艾德喬	8	4	蛇神艾德喬
f_11483	巅峰女武神	8	4	巅峰女武神
f_11484	巅峰女武神	8	5	巅峰女武神
f_11486	荆棘王座	8	4	荆棘王座
f_11487	荆棘王座	8	5	荆棘王座
f_11489	聖诞许愿树	8	4	聖诞许愿树
f_11492	女列车長	8	4	女列车長
f_11493	女列车長	8	5	女列车長
f_11495	大地之母女媧	8	4	大地之母女媧
f_11499	岚風射手倪德利	8	4	岚風射手倪德利
f_11502	丰收女神德墨忒尔	8	4	丰收女神德墨忒尔
f_11503	丰收女神德墨忒尔	8	5	丰收女神德墨忒尔
f_11508	潜影佐助	8	4	潜影佐助
f_11514	绝對霸主	8	4	绝對霸主
f_11515	绝對霸主	8	5	绝對霸主
f_11517	大地王奥瑟斯	8	4	大地王奥瑟斯
f_11520	魅影鞭姬	8	4	魅影鞭姬
f_11523	迅刃格蕾絲	8	4	迅刃格蕾絲
f_11526	塞琳娅	8	4	塞琳娅
f_11529	霜影掠襲	8	4	霜影掠襲
f_11535	耀光亞瑟	8	4	耀光亞瑟
f_11538	机槍艾莲	8	4	机槍艾莲
f_11541	雷姬	8	4	雷姬
f_11544	冥渊船長	8	4	冥渊船長
f_11547	先遣隊千雪	8	4	先遣隊千雪
f_11550	裂地劍豪	8	4	裂地劍豪
f_11553	铁骸执法者	8	4	铁骸执法者
f_11556	不屈戰士利克	8	4	不屈戰士利克
f_11559	谋士穆跋	8	4	谋士穆跋
f_11562	聖诞绮梦蒂娜	1	4	聖诞绮梦蒂娜
f_11565	女王艾瑟拉	8	4	女王艾瑟拉
f_11568	猎風槍芒	8	4	猎風槍芒
f_12006	火焰雏龍	9	5	火焰雏龍
f_12012	火焰飛龍	9	5	火焰飛龍
f_12018	成年火焰飛龍	9	5	成年火焰飛龍
f_12023	忠诚的瓦卡諾斯	9	4	忠诚的瓦卡諾斯
f_12024	忠诚的瓦卡諾斯	9	5	忠诚的瓦卡諾斯
f_12030	幼年火焰龍人	9	5	幼年火焰龍人
f_12036	火焰龍人	9	5	火焰龍人
f_12042	火焰龍女	9	5	火焰龍女
f_12048	火龍女王瓦妮莎	9	5	火龍女王瓦妮莎
f_12054	冰霜雏龍	9	5	冰霜雏龍
f_12060	冰霜飛龍	9	5	冰霜飛龍
f_12066	成年冰霜飛龍	9	5	成年冰霜飛龍
f_12071	冰暴之父格莱西亞	9	4	冰暴之父格莱西亞
f_12072	冰暴之父格莱西亞	9	5	冰暴之父格莱西亞
f_12078	幼年冰霜龍人	9	5	幼年冰霜龍人
f_12084	冰霜龍人	9	5	冰霜龍人
f_12090	冰霜龍女	9	5	冰霜龍女
f_12096	极地龍母諾拉	9	5	极地龍母諾拉
f_12102	闪电雏龍	9	5	闪电雏龍
f_12108	闪电飛龍	9	5	闪电飛龍
f_12114	成年闪电飛龍	9	5	成年闪电飛龍
f_12119	破天之槍塔蒂諾斯	9	4	破天之槍塔蒂諾斯
f_12120	破天之槍塔蒂諾斯	9	5	破天之槍塔蒂諾斯
f_12126	幼年闪电龍人	9	5	幼年闪电龍人
f_12132	闪电龍人	9	5	闪电龍人
f_12138	闪电龍女	9	5	闪电龍女
f_12150	神聖雏龍	9	5	神聖雏龍
f_12156	神聖飛龍	9	5	神聖飛龍
f_12162	成年神聖飛龍	9	5	成年神聖飛龍
f_12167	驭光者伊斯奈尔	9	4	驭光者伊斯奈尔
f_12168	驭光者伊斯奈尔	9	5	驭光者伊斯奈尔
f_12174	幼年神聖龍人	9	5	幼年神聖龍人
f_12180	神聖龍人	9	5	神聖龍人
f_12186	神聖龍女	9	5	神聖龍女
f_12192	耀陽之翼奥羅拉	9	5	耀陽之翼奥羅拉
f_12198	暗影雏龍	9	5	暗影雏龍
f_12204	暗影飛龍	9	5	暗影飛龍
f_12210	成年暗影飛龍	9	5	成年暗影飛龍
f_12215	混沌邪龍尼莫諾斯	9	4	混沌邪龍尼莫諾斯
f_12216	混沌邪龍尼莫諾斯	9	5	混沌邪龍尼莫諾斯
f_12222	幼年暗影龍人	9	5	幼年暗影龍人
f_12228	暗影龍人	9	5	暗影龍人
f_12234	暗影龍女	9	5	暗影龍女
f_12240	蔽日龍王安涅	9	5	蔽日龍王安涅
f_12242	龍拳師	9	4	龍拳師
f_12243	龍拳師	9	5	龍拳師
f_12245	無盡死亡	9	4	無盡死亡
f_12246	無盡死亡	9	5	無盡死亡
f_12248	救世主弗拉斯	9	4	救世主弗拉斯
f_12249	救世主弗拉斯	9	5	救世主弗拉斯
f_12251	敖丙	9	4	敖丙
f_12254	龍公主薩德	9	4	龍公主薩德
f_12257	治愈龍女米洛	9	4	治愈龍女米洛
f_12260	武龍EX	9	4	武龍EX
f_12263	小麗司徒	9	4	小麗司徒
f_12264	小麗司徒	9	5	小麗司徒
f_12266	青龍	9	4	青龍
f_12272	嗜酒女劍士-臨時名	9	4	嗜酒女劍士-臨時名
f_13006	天使	10	5	天使
f_13012	天使观察者	10	5	天使观察者
f_13018	天使引路者	10	5	天使引路者
f_13023	希望之光伊斯瑞拉	10	4	希望之光伊斯瑞拉
f_13024	希望之光伊斯瑞拉	10	5	希望之光伊斯瑞拉
f_13030	大天使	10	5	大天使
f_13036	大天使衛兵	10	5	大天使衛兵
f_13042	大天使衛隊長	10	5	大天使衛隊長
f_13047	天界戰將凯特琳	10	4	天界戰將凯特琳
f_13048	天界戰將凯特琳	10	5	天界戰將凯特琳
f_13054	权天使	10	5	权天使
f_13060	王权天使	10	5	王权天使
f_13066	帝权天使	10	5	帝权天使
f_13071	帝國守護者安奈尔	10	4	帝國守護者安奈尔
f_13072	帝國守護者安奈尔	10	5	帝國守護者安奈尔
f_13078	力天使	10	5	力天使
f_13084	力天使禁衛	10	5	力天使禁衛
f_13090	力天使禁衛長	10	5	力天使禁衛長
f_13095	神之壁垒卡梅尔	10	4	神之壁垒卡梅尔
f_13096	神之壁垒卡梅尔	10	5	神之壁垒卡梅尔
f_13102	能天使	10	5	能天使
f_13108	靈能天使	10	5	靈能天使
f_13114	幽能天使	10	5	幽能天使
f_13119	神之镜穆瑞尔	10	4	神之镜穆瑞尔
f_13120	神之镜穆瑞尔	10	5	神之镜穆瑞尔
f_13126	主天使	10	5	主天使
f_13132	主天使督察	10	5	主天使督察
f_13138	主天使督軍	10	5	主天使督軍
f_13143	靈魂守望者諾埃尔	10	4	靈魂守望者諾埃尔
f_13144	靈魂守望者諾埃尔	10	5	靈魂守望者諾埃尔
f_13150	座天使骑兵	10	5	座天使骑兵
f_13156	座天使骑士	10	5	座天使骑士
f_13162	座天使骑士長	10	5	座天使骑士長
f_13167	奔雷杰拉	10	4	奔雷杰拉
f_13168	奔雷杰拉	10	5	奔雷杰拉
f_13174	智天使弓手	10	5	智天使弓手
f_13180	智天使射手	10	5	智天使射手
f_13186	智天使神射手	10	5	智天使神射手
f_13191	穹翎海泽尔	10	4	穹翎海泽尔
f_13192	穹翎海泽尔	10	5	穹翎海泽尔
f_13198	炽天使	10	5	炽天使
f_13204	炽天使精兵	10	5	炽天使精兵
f_13210	炽天使領軍	10	5	炽天使領軍
f_13215	救赎之心卡瑞拉	10	4	救赎之心卡瑞拉
f_13216	救赎之心卡瑞拉	10	5	救赎之心卡瑞拉
f_13228	天使長加百列	10	5	天使長加百列
f_13234	天使長拉斐尔	10	5	天使長拉斐尔
f_13240	天使長烏列尔	10	5	天使長烏列尔
f_13242	救赎天使莉莉絲	10	4	救赎天使莉莉絲
f_13243	救赎天使莉莉絲	10	5	救赎天使莉莉絲
f_13245	恋心天使安琪莉	10	4	恋心天使安琪莉
f_13248	晨曦領主	10	4	晨曦領主
f_13249	晨曦領主	10	5	晨曦領主
f_13251	力量之墙	10	4	力量之墙
f_13252	力量之墙	10	5	力量之墙
f_13254	黑翼天使阿巴顿	10	4	黑翼天使阿巴顿
f_13255	黑翼天使阿巴顿	10	5	黑翼天使阿巴顿
f_13257	千歌	10	4	千歌
f_13258	千歌	10	5	千歌
f_13260	楚國诗人	10	4	楚國诗人
f_13263	天之楔布芙	10	4	天之楔布芙
f_13266	太乙真人	10	4	太乙真人
f_13267	太乙真人	10	5	太乙真人
f_13269	生命的化身	10	4	生命的化身
f_13270	生命的化身	10	5	生命的化身
f_13272	祝英台	10	4	祝英台
f_13275	覺醒者米娅	10	4	覺醒者米娅
f_13276	覺醒者米娅	10	5	覺醒者米娅
f_13278	天使露西亞	10	4	天使露西亞
f_13281	楊戬	10	4	楊戬
f_13284	雲間玉镜	10	4	雲間玉镜
f_13287	冰霜露比	1	4	冰霜露比
f_13290	聖裁之劍	10	4	聖裁之劍
f_13293	羽柔靈使	10	4	羽柔靈使
f_13296	光明君主	10	4	光明君主
f_13297	光明君主	10	5	光明君主
f_13299	暴力法子	10	4	暴力法子
f_13300	暴力法子	10	5	暴力法子
f_13302	曙光女神·欧若拉	10	4	曙光女神·欧若拉
f_13305	炽戟四翼使	10	4	炽戟四翼使
f_13308	誓约之盾	10	4	誓约之盾
f_13311	守望之月	10	4	守望之月
f_14006	魔童	11	5	魔童
f_14012	魔仆	11	5	魔仆
f_14018	魔兵	11	5	魔兵
f_14023	狡诈的泰里昂	11	4	狡诈的泰里昂
f_14024	狡诈的泰里昂	11	5	狡诈的泰里昂
f_14030	石像鬼	11	5	石像鬼
f_14036	白玉石像鬼	11	5	白玉石像鬼
f_14042	黑曜石像鬼	11	5	黑曜石像鬼
f_14047	沉睡者洛多維科	11	4	沉睡者洛多維科
f_14048	沉睡者洛多維科	11	5	沉睡者洛多維科
f_14054	地狱火	11	5	地狱火
f_14060	震颤地狱火	11	5	震颤地狱火
f_14066	恐怖地狱火	11	5	恐怖地狱火
f_14071	焚盡者斯达特斯	11	4	焚盡者斯达特斯
f_14072	焚盡者斯达特斯	11	5	焚盡者斯达特斯
f_14078	深渊領主	11	5	深渊領主
f_14084	残酷深渊領主	11	5	残酷深渊領主
f_14090	暴虐深渊領主	11	5	暴虐深渊領主
f_14095	屠城者卡里古拉	11	4	屠城者卡里古拉
f_14096	屠城者卡里古拉	11	5	屠城者卡里古拉
f_14102	梦魔女	11	5	梦魔女
f_14108	噩梦魔女	11	5	噩梦魔女
f_14114	梦魇魔女	11	5	梦魇魔女
f_14119	引诱者莉莉絲	11	4	引诱者莉莉絲
f_14120	引诱者莉莉絲	11	5	引诱者莉莉絲
f_14126	感染源	11	5	感染源
f_14132	疫病感染源	11	5	疫病感染源
f_14138	瘟疫感染源	11	5	瘟疫感染源
f_14143	作呕者弗雷德里克	11	4	作呕者弗雷德里克
f_14144	作呕者弗雷德里克	11	5	作呕者弗雷德里克
f_14150	眼魔	11	5	眼魔
f_14156	長老之眼	11	5	長老之眼
f_14162	巢母之眼	11	5	巢母之眼
f_14174	堕天使	11	5	堕天使
f_14180	堕天使精兵	11	5	堕天使精兵
f_14186	堕天使領軍	11	5	堕天使領軍
f_14191	坠星路西法	11	4	坠星路西法
f_14192	坠星路西法	11	5	坠星路西法
f_14198	巴風特	11	5	巴風特
f_14204	巴風特戰士	11	5	巴風特戰士
f_14210	巴風特头目	11	5	巴風特头目
f_14215	执行者伊尼亞斯	11	4	执行者伊尼亞斯
f_14216	执行者伊尼亞斯	11	5	执行者伊尼亞斯
f_14222	安达尔	11	5	安达尔
f_14227	巴尔	11	4	巴尔
f_14228	巴尔	11	5	巴尔
f_14234	迪亞波羅	11	5	迪亞波羅
f_14240	墨菲斯	11	5	墨菲斯
f_14246	石像鬼	11	5	石像鬼
f_14252	白玉石像鬼	11	5	白玉石像鬼
f_14258	黑曜石像鬼	11	5	黑曜石像鬼
f_14263	沉睡者洛多維科	11	4	沉睡者洛多維科
f_14264	沉睡者洛多維科	11	5	沉睡者洛多維科
f_14269	復生巴尔	11	4	復生巴尔
f_14270	復生巴尔	11	5	復生巴尔
f_14275	毁滅巴尔	11	4	毁滅巴尔
f_14276	毁滅巴尔	11	5	毁滅巴尔
f_14278	绯紅基亞拉	11	4	绯紅基亞拉
f_14279	绯紅基亞拉	11	5	绯紅基亞拉
f_14281	科什	11	4	科什
f_14282	科什	11	5	科什
f_14284	刽子手阿拉斯特尔	11	4	刽子手阿拉斯特尔
f_14285	刽子手阿拉斯特尔	11	5	刽子手阿拉斯特尔
f_14287	魅煞伊芙琳	11	4	魅煞伊芙琳
f_14296	雙生暗影·凛	11	4	雙生暗影·凛
f_14298	雙生暗影·樱	11	4	雙生暗影·樱
f_14301	寂滅者	11	4	寂滅者
f_14304	逆命毒誓洛麗亞	9	4	逆命毒誓洛麗亞
f_14307	暗刃·魅刹	11	4	暗刃·魅刹
f_15023	神选者康諾特	12	4	神选者康諾特
f_15047	戰团守護英德里克	12	4	戰团守護英德里克
f_15071	不朽的艾格尼絲	12	4	不朽的艾格尼絲
f_15095	無私的奥莱	12	4	無私的奥莱
f_16023	仙靈女王凯瑟琳	13	4	仙靈女王凯瑟琳
f_16047	揭秘者坦尼斯	13	4	揭秘者坦尼斯
f_17023	混血公主普林斯	14	4	混血公主普林斯
f_17047	無根者伊思	14	4	無根者伊思
f_17523	堕影督軍格鲁斯	15	4	堕影督軍格鲁斯
f_17547	深渊屠夫黑刃	15	4	深渊屠夫黑刃
f_25006	戰甲	100	5	戰甲
f_25012	诡影	101	5	诡影
f_25018	灯靈	102	5	灯靈
f_25024	神子	103	5	神子
f_25030	戰狼	100	5	戰狼
f_25036	靈貓	101	5	靈貓
f_25042	雪鸮	102	5	雪鸮
f_25048	龍馬	103	5	龍馬
f_25054	铠甲巨龍	100	5	铠甲巨龍
f_25060	影子惡魔	101	5	影子惡魔
f_25066	斯芬克斯	102	5	斯芬克斯
f_25072	制裁天使	103	5	制裁天使
f_25083	监视之塔	101	4	监视之塔
f_25084	监视之塔	101	5	监视之塔
f_25095	庇佑之塔	103	4	庇佑之塔
f_25096	庇佑之塔	103	5	庇佑之塔
f_25102	百臂巨人	100	5	百臂巨人
f_25108	石化蛮牛	100	5	石化蛮牛
f_25114	羊蹄猎人	101	5	羊蹄猎人
f_25120	猎魔蜘蛛	101	5	猎魔蜘蛛
f_25126	剧毒鸡蛇	102	5	剧毒鸡蛇
f_25132	魔法渡鸦	102	5	魔法渡鸦
f_25138	纯淨人魚	103	5	纯淨人魚
f_25144	神聖麋鹿	103	5	神聖麋鹿
f_19901	處女座守護星	2	4	處女座守護星
f_19902	處女座守護星	2	5	處女座守護星
f_19903	天秤座守護星	6	4	天秤座守護星
f_19904	天秤座守護星	6	5	天秤座守護星
f_19905	天蝎座守護星	1	4	天蝎座守護星
f_19906	天蝎座守護星	1	5	天蝎座守護星
f_19907	射手座守護星	7	4	射手座守護星
f_19908	射手座守護星	7	5	射手座守護星
f_19911	水瓶座守護星	6	4	水瓶座守護星
f_19912	水瓶座守護星	6	5	水瓶座守護星
f_19913	雙魚座守護星	1	4	雙魚座守護星
f_19914	雙魚座守護星	1	5	雙魚座守護星
f_19915	白羊座守護星	7	4	白羊座守護星
f_19916	白羊座守護星	7	5	白羊座守護星
f_19917	金牛座守護星	2	4	金牛座守護星
f_19918	金牛座守護星	2	5	金牛座守護星
f_19919	雙子座守護星	6	4	雙子座守護星
f_19920	雙子座守護星	6	5	雙子座守護星
f_19921	巨蟹座守護星	1	4	巨蟹座守護星
f_19922	巨蟹座守護星	1	5	巨蟹座守護星
f_19923	狮子座守護星	7	4	狮子座守護星
f_19924	狮子座守護星	7	5	狮子座守護星
f_19925	雙子座毁滅星	6	4	雙子座毁滅星
f_19926	雙子座毁滅星	6	5	雙子座毁滅星
f_19931	正义	1	4	正义
f_19932	正义	1	5	正义
f_19933	死亡	2	4	死亡
f_19934	死亡	2	5	死亡
f_19935	节制	5	4	节制
f_19936	节制	5	5	节制
f_19937	世界	8	4	世界
f_19938	世界	8	5	世界
f_19941	倒吊人	7	4	倒吊人
f_19942	倒吊人	7	5	倒吊人
f_19947	恋人	10	4	恋人
f_19948	恋人	10	5	恋人
f_19951	力量	5	4	力量
f_19952	力量	5	5	力量
f_19953	魔術師	9	4	魔術師
f_19954	魔術師	9	5	魔術師
f_19955	黃金黎明	1	4	黃金黎明
f_19956	黃金黎明	1	5	黃金黎明
f_19957	審判	10	4	審判
f_19958	審判	10	5	審判
f_19959	命运之輪	8	4	命运之輪
f_19960	命运之輪	8	5	命运之輪
f_19975	太陽	9	4	太陽
f_19976	太陽	9	5	太陽
f_19977	逆位皇後	6	4	逆位皇後
f_19978	逆位皇後	6	5	逆位皇後
f_19979	逆位戰车	7	4	逆位戰车
f_19980	逆位戰车	7	5	逆位戰车
f_19981	逆位愚者	7	4	逆位愚者
f_19982	逆位愚者	7	5	逆位愚者
f_19983	逆位魔術師	9	4	逆位魔術師
f_19984	逆位魔術師	9	5	逆位魔術師
f_19985	逆位皇帝	2	4	逆位皇帝
f_19986	逆位皇帝	2	5	逆位皇帝
f_19987	逆位力量	5	4	逆位力量
f_19988	逆位力量	5	5	逆位力量
f_19989	逆位死亡	2	4	逆位死亡
f_19990	逆位死亡	2	5	逆位死亡
f_19991	逆位恋人（亞當）	10	4	逆位恋人
f_19992	逆位恋人（亞當）	10	5	逆位恋人
f_19993	逆位恋人（夏娃）	10	4	逆位恋人
f_19994	逆位恋人（夏娃）	10	5	逆位恋人
f_19995	逆位黃金黎明	1	4	逆位黃金黎明
f_19996	逆位黃金黎明	1	5	逆位黃金黎明
f_19997	逆位隱者	6	4	逆位隱者
f_19998	逆位隱者	6	5	逆位隱者
f_26500	逆位正义	1	4	逆位正义
f_26501	逆位正义	1	5	逆位正义
f_26502	逆位星星	4	4	逆位星星
f_26503	逆位星星	4	5	逆位星星
f_26504	逆位节制	5	4	逆位节制
f_26505	逆位节制	5	5	逆位节制
f_26506	逆位高塔	3	4	逆位高塔
f_26507	逆位高塔	3	5	逆位高塔
f_26508	逆位審判	10	4	逆位審判
f_26509	逆位審判	10	5	逆位審判
