id	name	mode	sourceId	site_name	raw_file	out_file	status
f_12150	神聖雏龍	none	12150				no_match
f_12156	神聖飛龍	none	12156				no_match
f_12162	成年神聖飛龍	none	12162				no_match
f_12167	驭光者伊斯奈尔	none	12167				no_match
f_12168	驭光者伊斯奈尔	none	12168				no_match
f_12174	幼年神聖龍人	none	12174				no_match
f_12180	神聖龍人	none	12180				no_match
f_12186	神聖龍女	none	12186				no_match
f_12192	耀陽之翼奥羅拉	none	12192				no_match
f_12198	暗影雏龍	none	12198				no_match
f_12204	暗影飛龍	none	12204				no_match
f_12210	成年暗影飛龍	none	12210				no_match
f_12215	混沌邪龍尼莫諾斯	none	12215				no_match
f_12216	混沌邪龍尼莫諾斯	none	12216				no_match
f_12222	幼年暗影龍人	none	12222				no_match
f_12228	暗影龍人	none	12228				no_match
f_12234	暗影龍女	none	12234				no_match
f_12240	蔽日龍王安涅	none	12240				no_match
f_12242	龍拳師	none	12242				no_match
f_12243	龍拳師	none	12243				no_match
f_12245	無盡死亡	none	12245				no_match
f_12246	無盡死亡	none	12246				no_match
f_12248	救世主弗拉斯	none	12248				no_match
f_12249	救世主弗拉斯	none	12249				no_match
f_12251	敖丙	none	12251				no_match
f_12254	龍公主薩德	none	12254				no_match
f_12257	治愈龍女米洛	none	12257				no_match
f_12260	武龍EX	none	12260				no_match
f_12263	小麗司徒	none	12263				no_match
f_12264	小麗司徒	none	12264				no_match
f_12266	青龍	none	12266				no_match
f_12272	嗜酒女劍士-臨時名	none	12272				no_match
f_13012	天使观察者	none	13012				no_match
f_13018	天使引路者	none	13018				no_match
f_13023	希望之光伊斯瑞拉	none	13023				no_match
f_13024	希望之光伊斯瑞拉	none	13024				no_match
f_13042	大天使衛隊長	none	13042				no_match
f_13047	天界戰將凯特琳	none	13047				no_match
f_13048	天界戰將凯特琳	none	13048				no_match
f_13054	权天使	none	13054				no_match
f_13060	王权天使	none	13060				no_match
f_13066	帝权天使	none	13066				no_match
f_13071	帝國守護者安奈尔	none	13071				no_match
f_13072	帝國守護者安奈尔	none	13072				no_match
f_13084	力天使禁衛	none	13084				no_match
f_13090	力天使禁衛長	none	13090				no_match
f_13095	神之壁垒卡梅尔	none	13095				no_match
f_13096	神之壁垒卡梅尔	none	13096				no_match
f_13102	能天使	none	13102				no_match
f_13108	靈能天使	none	13108				no_match
f_13114	幽能天使	none	13114				no_match
f_13119	神之镜穆瑞尔	none	13119				no_match
f_13120	神之镜穆瑞尔	none	13120				no_match
f_13132	主天使督察	none	13132				no_match
f_13138	主天使督軍	none	13138				no_match
f_13143	靈魂守望者諾埃尔	none	13143				no_match
f_13144	靈魂守望者諾埃尔	none	13144				no_match
f_13150	座天使骑兵	none	13150				no_match
f_13156	座天使骑士	none	13156				no_match
f_13162	座天使骑士長	none	13162				no_match
f_13167	奔雷杰拉	none	13167				no_match
f_13168	奔雷杰拉	none	13168				no_match
f_13174	智天使弓手	none	13174				no_match
f_13180	智天使射手	none	13180				no_match
f_13186	智天使神射手	none	13186				no_match
f_13191	穹翎海泽尔	none	13191				no_match
f_13192	穹翎海泽尔	none	13192				no_match
f_13198	炽天使	none	13198				no_match
f_13204	炽天使精兵	none	13204				no_match
f_13210	炽天使領軍	none	13210				no_match
f_13215	救赎之心卡瑞拉	none	13215				no_match
f_13216	救赎之心卡瑞拉	none	13216				no_match
f_13222	天使長米迦勒	existing_custom	13222			f_13222_天使長米迦勒.jpg	skip_has_custom
f_13228	天使長加百列	none	13228				no_match
f_13234	天使長拉斐尔	none	13234				no_match
f_13240	天使長烏列尔	none	13240				no_match
f_13242	救赎天使莉莉絲	none	13242				no_match
f_13243	救赎天使莉莉絲	none	13243				no_match
f_13245	恋心天使安琪莉	none	13245				no_match
f_13248	晨曦領主	none	13248				no_match
f_13249	晨曦領主	none	13249				no_match
f_13251	力量之墙	none	13251				no_match
f_13252	力量之墙	none	13252				no_match
f_13254	黑翼天使阿巴顿	none	13254				no_match
f_13255	黑翼天使阿巴顿	none	13255				no_match
f_13257	千歌	none	13257				no_match
f_13258	千歌	none	13258				no_match
f_13260	楚國诗人	none	13260				no_match
f_13263	天之楔布芙	none	13263				no_match
f_13266	太乙真人	none	13266				no_match
f_13267	太乙真人	none	13267				no_match
f_13269	生命的化身	none	13269				no_match
f_13270	生命的化身	none	13270				no_match
f_13272	祝英台	none	13272				no_match
f_13275	覺醒者米娅	none	13275				no_match
f_13276	覺醒者米娅	none	13276				no_match
f_13278	天使露西亞	none	13278				no_match
f_13281	楊戬	none	13281				no_match
f_13284	雲間玉镜	none	13284				no_match
f_13287	冰霜露比	none	13287				no_match
f_13290	聖裁之劍	none	13290				no_match
f_13293	羽柔靈使	none	13293				no_match
f_13296	光明君主	none	13296				no_match
f_13297	光明君主	none	13297				no_match
f_13299	暴力法子	none	13299				no_match
f_13300	暴力法子	none	13300				no_match
f_13302	曙光女神·欧若拉	none	13302				no_match
f_13305	炽戟四翼使	none	13305				no_match
f_13308	誓约之盾	none	13308				no_match
f_13311	守望之月	none	13311				no_match
f_14006	魔童	none	14006				no_match
f_14012	魔仆	none	14012				no_match
f_14018	魔兵	none	14018				no_match
f_14023	狡诈的泰里昂	none	14023				no_match
f_14024	狡诈的泰里昂	none	14024				no_match
f_14030	石像鬼	none	14030				no_match
f_14036	白玉石像鬼	none	14036				no_match
f_14042	黑曜石像鬼	none	14042				no_match
f_14047	沉睡者洛多維科	none	14047				no_match
f_14048	沉睡者洛多維科	none	14048				no_match
f_14054	地狱火	none	14054				no_match
f_14060	震颤地狱火	none	14060				no_match
f_14066	恐怖地狱火	none	14066				no_match
f_14071	焚盡者斯达特斯	none	14071				no_match
f_14072	焚盡者斯达特斯	none	14072				no_match
f_14078	深渊領主	none	14078				no_match
f_14084	残酷深渊領主	none	14084				no_match
f_14090	暴虐深渊領主	none	14090				no_match
f_14095	屠城者卡里古拉	none	14095				no_match
f_14096	屠城者卡里古拉	none	14096				no_match
f_14102	梦魔女	none	14102				no_match
f_14108	噩梦魔女	none	14108				no_match
f_14114	梦魇魔女	none	14114				no_match
f_14119	引诱者莉莉絲	none	14119				no_match
f_14120	引诱者莉莉絲	none	14120				no_match
f_14126	感染源	none	14126				no_match
f_14132	疫病感染源	none	14132				no_match
f_14138	瘟疫感染源	none	14138				no_match
f_14143	作呕者弗雷德里克	none	14143				no_match
f_14144	作呕者弗雷德里克	none	14144				no_match
f_14156	長老之眼	none	14156				no_match
f_14162	巢母之眼	none	14162				no_match
f_14167	大主母布伦希尔达	existing_custom	14167			f_14167_大主母布伦希尔达.jpg	skip_has_custom
f_14168	大主母布伦希尔达	existing_custom	14168			f_14168_大主母布伦希尔达.jpg	skip_has_custom
f_14180	堕天使精兵	none	14180				no_match
f_14186	堕天使領軍	none	14186				no_match
f_14191	坠星路西法	none	14191				no_match
f_14192	坠星路西法	none	14192				no_match
f_14198	巴風特	none	14198				no_match
f_14204	巴風特戰士	none	14204				no_match
f_14210	巴風特头目	none	14210				no_match
f_14215	执行者伊尼亞斯	none	14215				no_match
f_14216	执行者伊尼亞斯	none	14216				no_match
f_14222	安达尔	none	14222				no_match
f_14228	巴尔	none	14228				no_match
f_14234	迪亞波羅	none	14234				no_match
f_14240	墨菲斯	none	14240				no_match
f_14246	石像鬼	none	14246				no_match
f_14252	白玉石像鬼	none	14252				no_match
f_14258	黑曜石像鬼	none	14258				no_match
f_14263	沉睡者洛多維科	none	14263				no_match
f_14264	沉睡者洛多維科	none	14264				no_match
f_14270	復生巴尔	none	14270				no_match
f_14276	毁滅巴尔	none	14276				no_match
f_14278	绯紅基亞拉	none	14278				no_match
f_14279	绯紅基亞拉	none	14279				no_match
f_14281	科什	none	14281				no_match
f_14282	科什	none	14282				no_match
f_14284	刽子手阿拉斯特尔	none	14284				no_match
f_14285	刽子手阿拉斯特尔	none	14285				no_match
f_14287	魅煞伊芙琳	none	14287				no_match
f_14296	雙生暗影·凛	none	14296				no_match
f_14298	雙生暗影·樱	none	14298				no_match
f_14301	寂滅者	none	14301				no_match
f_14304	逆命毒誓洛麗亞	none	14304				no_match
f_14307	暗刃·魅刹	none	14307				no_match
f_15023	神选者康諾特	none	15023				no_match
f_15047	戰团守護英德里克	none	15047				no_match
f_15071	不朽的艾格尼絲	none	15071				no_match
f_15095	無私的奥莱	none	15095				no_match
f_16023	仙靈女王凯瑟琳	none	16023				no_match
f_16047	揭秘者坦尼斯	none	16047				no_match
f_17023	混血公主普林斯	none	17023				no_match
f_17047	無根者伊思	none	17047				no_match
f_17523	堕影督軍格鲁斯	none	17523				no_match
f_17547	深渊屠夫黑刃	none	17547				no_match
f_8002	國王奥古斯都	none	8002				no_match
f_8004	復仇旋舞茱蒂	none	8004				no_match
f_8006	不敗尊者卡修	none	8006				no_match
f_8008	精靈王圖尔冈	existing_custom	8008			f_8008_精靈王圖尔冈.jpg	skip_has_custom
f_8010	猎狗克里冈	none	8010				no_match
f_8012	冰雪祭司瑞莱	none	8012				no_match
f_8014	獸人王狮吼	none	8014				no_match
f_8016	疾影劍迦羅娜	none	8016				no_match
f_8018	死靈君主希洛	none	8018				no_match
f_8020	凋零公主瑞琪	existing_custom	8020			f_8020_凋零公主瑞琪.jpg	skip_has_custom
f_8022	雷霆蜥蜴王	none	8022				no_match
f_8024	蛮王火齿	none	8024				no_match
f_8026	帅小伙翔仔	none	8026				no_match
f_8028	诱骗者迪卡伊	none	8028				no_match
f_8030	巨槌沃多	none	8030				no_match
f_8032	猎龍將軍文森特	none	8032				no_match
f_8034	尊贵的艾瑞亞	none	8034				no_match
f_8036	御林铁衛希恩	none	8036				no_match
f_8038	焰纹凯蒂	none	8038				no_match
f_8044	劍聖艾拉	none	8044				no_match
f_8046	狼王加內特	none	8046				no_match
f_8048	骷髏王克尔多	none	8048				no_match
f_8050	囚魂領主布雷泽	none	8050				no_match
f_8054	風王比利亞	existing_custom	8054			f_8054_風王比利亞.jpg	skip_has_custom
f_8056	梦魇	none	8056				no_match
f_8058	死亡之花伊尔莎	none	8058				no_match
f_8060	邪力	none	8060				no_match
f_8040	远古之槍妮可	none	8040				no_match
f_8042	苍翼守護者尤莲	existing_custom	8042			f_8042_苍翼守護者尤莲.jpg	skip_has_custom
f_8052	天堂的審判者	none	8052				no_match
f_8062	異血蝠王	none	8062				no_match
f_8064	木盾约伯	none	8064				no_match
f_9009	疯狂牛王加摩尔	none	9009				no_match
f_9023	召喚使者愛麗絲	none	9023				no_match
f_9025	骷髏王克尔多	none	9025				no_match
f_9026	骷髏王克尔多	none	9026				no_match
f_9028	摩羯座守護星	none	9028				no_match
f_9029	摩羯座守護星	none	9029				no_match
f_9030	摩羯座守護星	none	9030				no_match
f_9106	大天使百夫長	none	9106				no_match
f_9218	贞德	none	9218				no_match
f_9219	梅琳妲	none	9219				no_match
f_9220	十文字茜	none	9220				no_match
f_9310	史莱姆國王阿凯	none	9310				no_match
f_9401	狐先知雪伦	none	9401				no_match
f_9402	情报專家靈耳	none	9402				no_match
f_9403	鼠人上忍	none	9403				no_match
f_9404	海之守護女神	none	9404				no_match
f_9405	忠义之靈犬	none	9405				no_match
f_9406	降龍之不戒尼	none	9406				no_match
f_9407	火眼的貓女神	none	9407				no_match
f_9408	風暴之神	none	9408				no_match
f_9409	创世太陽神	none	9409				no_match
f_9410	亞特弥	none	9410				no_match
f_9411	贞德	none	9411				no_match
f_9412	卡洛斯	none	9412				no_match
f_9413	紫帝	none	9413				no_match
f_9414	梅琳妲	none	9414				no_match
f_9415	愛的连线·媒神	none	9415				no_match
f_9416	十文字茜	none	9416				no_match
f_9417	卡尔娜	none	9417				no_match
f_9418	恋人	none	9418				no_match
f_9524	凯普莱特家仆	none	9524				no_match
f_9526	凯普莱特骑士	none	9526				no_match
f_9528	凯普莱特勇士	none	9528				no_match
f_9535	玉兔精	none	9535				no_match
f_9543	梦幻假日索瑪麗	none	9543				no_match
f_9549	梦魇骑士杜拉罕	none	9549				no_match
f_9551	南瓜領主杰克	none	9551				no_match
f_9559	驯鹿之靈	none	9559				no_match
f_9561	聖诞女郎梅麗尔	none	9561				no_match
f_9569	年煞	none	9569				no_match
f_9571	烛影龍妖	none	9571				no_match
f_9577	惡作剧小丑	none	9577				no_match
f_9579	怪诞愚者	none	9579				no_match
f_9583	岩脊巨怪	none	9583				no_match
f_9585	迪亞波羅	none	9585				no_match
f_9587	疯狂牛王加摩尔EX	none	9587				no_match
f_9589	儿童之星大衛EX	existing_custom	9589			f_9589_儿童之星大衛EX.jpg	skip_has_custom
f_9591	熊孩子东东	none	9591				no_match
f_9593	糖心使者海莉	none	9593				no_match
f_9594	糖心使者海莉	none	9594				no_match
f_9595	人類泳装	none	9595				no_match
f_9600	巨蟹座	none	9600				no_match
f_9602	假日貓女索瑪麗	none	9602				no_match
f_9604	梁山伯	none	9604				no_match
f_9606	学姐索菲亞	none	9606				no_match
f_9608	迅刃格蕾絲	none	9608				no_match
f_9610	太乙真人	none	9610				no_match
f_9612	玉兔	none	9612				no_match
f_9614	雲間玉镜	none	9614				no_match
f_9616	逆位高塔	none	9616				no_match
f_9618	天蝎座	none	9618				no_match
f_9620	银色守衛	none	9620				no_match
f_9622	萬聖小丑	none	9622				no_match
f_9624	逆位魔鬼	none	9624				no_match
f_9626	射手座	none	9626				no_match
f_9628	酥烤焦糖鸡	none	9628				no_match
f_9630	芝麻糊糊鸡	none	9630				no_match
f_9632	紫薯麻麻鸡	none	9632				no_match
f_9634	肉汁重骑兵	none	9634				no_match
f_9636	不屈戰士利克	none	9636				no_match
f_9637	不屈戰士利克	none	9637				no_match
f_9638	聖诞绮梦蒂娜	none	9638				no_match
f_9639	聖诞绮梦蒂娜	none	9639				no_match
f_9640	聖诞雪精靈瑞絲	none	9640				no_match
f_9642	雪國聖使拉夫尔	none	9642				no_match
f_9643	雪國聖使拉夫尔	none	9643				no_match
f_18004	佣兵隊長	none	18004				no_match
f_18012	精靈狙擊手	none	18012				no_match
f_18016	精靈雷魔导	none	18016				no_match
f_18020	翼人影武者	none	18020				no_match
f_18024	貓人刺殺大師	none	18024				no_match
f_18028	僵尸衛隊長	none	18028				no_match
f_18032	冷風幽靈	none	18032				no_match
f_18036	拒馬	none	18036				no_match
f_18040	秘法水晶塔	none	18040				no_match
f_18044	蜥皮戰鼓	none	18044				no_match
f_18048	诅咒毒锅	none	18048				no_match
