id	name	sourceId	queryName	matchMode	siteName	url	outfile	status
f_11450	孔斯	11450	孔斯					no_query_match
f_11456	卜塔	11456	卜塔					no_query_match
f_11462	托特	11462	托特					no_query_match
f_11474	愛神奎特	11474	爱神奎特					no_query_match
f_11480	蛇神艾德喬	11480	蛇神艾德乔					no_query_match
f_11483	巅峰女武神	11483	巅峰女武神					no_query_match
f_11484	巅峰女武神	11484	巅峰女武神					no_query_match
f_11486	荆棘王座	11486	荆棘王座					no_query_match
f_11487	荆棘王座	11487	荆棘王座					no_query_match
f_11489	聖诞许愿树	11489	圣诞许愿树					no_query_match
f_11492	女列车長	11492	女列车长					no_query_match
f_11493	女列车長	11493	女列车长					no_query_match
f_11495	大地之母女媧	11495	大地之母女娲					no_query_match
f_11499	岚風射手倪德利	11499	岚风射手倪德利					no_query_match
f_11502	丰收女神德墨忒尔	11502	丰收女神德墨忒尔					no_query_match
f_11503	丰收女神德墨忒尔	11503	丰收女神德墨忒尔					no_query_match
f_11508	潜影佐助	11508	潜影佐助					no_query_match
f_11514	绝對霸主	11514	绝对霸主					no_query_match
f_11515	绝對霸主	11515	绝对霸主					no_query_match
f_11517	大地王奥瑟斯	11517	大地王奥瑟斯					no_query_match
f_11520	魅影鞭姬	11520	魅影鞭姬					no_query_match
f_11523	迅刃格蕾絲	11523	迅刃格蕾丝					no_query_match
f_11526	塞琳娅	11526	塞琳娅					no_query_match
f_11529	霜影掠襲	11529	霜影掠袭					no_query_match
f_11535	耀光亞瑟	11535	耀光亚瑟					no_query_match
f_11538	机槍艾莲	11538	机枪艾莲					no_query_match
f_11541	雷姬	11541	雷姬					no_query_match
f_11544	冥渊船長	11544	冥渊船长					no_query_match
f_11547	先遣隊千雪	11547	先遣队千雪					no_query_match
f_11550	裂地劍豪	11550	裂地剑豪					no_query_match
f_11553	铁骸执法者	11553	铁骸执法者					no_query_match
f_11556	不屈戰士利克	11556	不屈战士利克					no_query_match
f_11559	谋士穆跋	11559	谋士穆跋					no_query_match
f_11562	聖诞绮梦蒂娜	11562	圣诞绮梦蒂娜					no_query_match
f_11565	女王艾瑟拉	11565	女王艾瑟拉					no_query_match
f_11568	猎風槍芒	11568	猎风枪芒					no_query_match
f_12006	火焰雏龍	12006	火焰雏龙					no_query_match
f_12012	火焰飛龍	12012	火焰飞龙					no_query_match
f_12018	成年火焰飛龍	12018	成年火焰飞龙					no_query_match
f_12023	忠诚的瓦卡諾斯	12023	忠诚的瓦卡诺斯					no_query_match
f_12024	忠诚的瓦卡諾斯	12024	忠诚的瓦卡诺斯					no_query_match
f_12030	幼年火焰龍人	12030	幼年火焰龙人					no_query_match
f_12036	火焰龍人	12036	火焰龙人					no_query_match
f_12042	火焰龍女	12042	火焰龙女					no_query_match
f_12048	火龍女王瓦妮莎	12048	火龙女王瓦妮莎					no_query_match
f_12054	冰霜雏龍	12054	冰霜雏龙					no_query_match
f_12060	冰霜飛龍	12060	冰霜飞龙					no_query_match
f_12066	成年冰霜飛龍	12066	成年冰霜飞龙					no_query_match
f_12071	冰暴之父格莱西亞	12071	冰暴之父格莱西亚					no_query_match
f_12072	冰暴之父格莱西亞	12072	冰暴之父格莱西亚					no_query_match
f_12078	幼年冰霜龍人	12078	幼年冰霜龙人					no_query_match
f_12084	冰霜龍人	12084	冰霜龙人					no_query_match
f_12090	冰霜龍女	12090	冰霜龙女					no_query_match
f_12096	极地龍母諾拉	12096	极地龙母诺拉					no_query_match
f_12102	闪电雏龍	12102	闪电雏龙					no_query_match
f_12108	闪电飛龍	12108	闪电飞龙					no_query_match
f_12114	成年闪电飛龍	12114	成年闪电飞龙					no_query_match
f_12119	破天之槍塔蒂諾斯	12119	破天之枪塔蒂诺斯					no_query_match
f_12120	破天之槍塔蒂諾斯	12120	破天之枪塔蒂诺斯					no_query_match
f_12126	幼年闪电龍人	12126	幼年闪电龙人					no_query_match
f_12132	闪电龍人	12132	闪电龙人					no_query_match
f_12138	闪电龍女	12138	闪电龙女					no_query_match
f_12150	神聖雏龍	12150	神圣雏龙					no_query_match
f_12156	神聖飛龍	12156	神圣飞龙					no_query_match
f_12162	成年神聖飛龍	12162	成年神圣飞龙					no_query_match
f_12167	驭光者伊斯奈尔	12167	驭光者伊斯奈尔					no_query_match
f_12168	驭光者伊斯奈尔	12168	驭光者伊斯奈尔					no_query_match
f_12174	幼年神聖龍人	12174	幼年神圣龙人					no_query_match
f_12180	神聖龍人	12180	神圣龙人					no_query_match
f_12186	神聖龍女	12186	神圣龙女					no_query_match
f_12192	耀陽之翼奥羅拉	12192	耀阳之翼奥罗拉					no_query_match
f_12198	暗影雏龍	12198	暗影雏龙					no_query_match
f_12204	暗影飛龍	12204	暗影飞龙					no_query_match
f_12210	成年暗影飛龍	12210	成年暗影飞龙					no_query_match
f_12215	混沌邪龍尼莫諾斯	12215	混沌邪龙尼莫诺斯					no_query_match
f_12216	混沌邪龍尼莫諾斯	12216	混沌邪龙尼莫诺斯					no_query_match
f_12222	幼年暗影龍人	12222	幼年暗影龙人					no_query_match
f_12228	暗影龍人	12228	暗影龙人					no_query_match
f_12234	暗影龍女	12234	暗影龙女					no_query_match
f_12240	蔽日龍王安涅	12240	蔽日龙王安涅					no_query_match
f_12242	龍拳師	12242	龙拳师					no_query_match
f_12243	龍拳師	12243	龙拳师					no_query_match
f_12245	無盡死亡	12245	无尽死亡					no_query_match
f_12246	無盡死亡	12246	无尽死亡					no_query_match
f_12248	救世主弗拉斯	12248	救世主弗拉斯					no_query_match
f_12249	救世主弗拉斯	12249	救世主弗拉斯					no_query_match
f_12251	敖丙	12251	敖丙					no_query_match
f_12254	龍公主薩德	12254	龙公主萨德					no_query_match
f_12257	治愈龍女米洛	12257	治愈龙女米洛					no_query_match
f_12260	武龍EX	12260	武龙EX					no_query_match
f_12263	小麗司徒	12263	小丽司徒					no_query_match
f_12264	小麗司徒	12264	小丽司徒					no_query_match
f_12266	青龍	12266	青龙					no_query_match
f_12272	嗜酒女劍士-臨時名	12272	嗜酒女剑士-临时名					no_query_match
f_13012	天使观察者	13012	天使观察者					no_query_match
f_13018	天使引路者	13018	天使引路者					no_query_match
f_13023	希望之光伊斯瑞拉	13023	希望之光伊斯瑞拉					no_query_match
f_13024	希望之光伊斯瑞拉	13024	希望之光伊斯瑞拉					no_query_match
f_13042	大天使衛隊長	13042	大天使卫队长					no_query_match
f_13047	天界戰將凯特琳	13047	天界战将凯特琳					no_query_match
f_13048	天界戰將凯特琳	13048	天界战将凯特琳					no_query_match
f_13054	权天使	13054	权天使					no_query_match
f_13060	王权天使	13060	王权天使					no_query_match
f_13066	帝权天使	13066	帝权天使					no_query_match
f_13071	帝國守護者安奈尔	13071	帝国守护者安奈尔					no_query_match
f_13072	帝國守護者安奈尔	13072	帝国守护者安奈尔					no_query_match
f_13084	力天使禁衛	13084	力天使禁卫					no_query_match
f_13090	力天使禁衛長	13090	力天使禁卫长					no_query_match
f_13095	神之壁垒卡梅尔	13095	神之壁垒卡梅尔					no_query_match
f_13096	神之壁垒卡梅尔	13096	神之壁垒卡梅尔					no_query_match
f_13102	能天使	13102	能天使	contain	緋の能天使	https://immortalchicks.com/dg/card_viewer/ci/nengtianshi03.jpg	f_13102_能天使.jpg	copied
f_13108	靈能天使	13108	灵能天使					no_query_match
f_13114	幽能天使	13114	幽能天使					no_query_match
f_13119	神之镜穆瑞尔	13119	神之镜穆瑞尔					no_query_match
f_13120	神之镜穆瑞尔	13120	神之镜穆瑞尔					no_query_match
f_13132	主天使督察	13132	主天使督察					no_query_match
f_13138	主天使督軍	13138	主天使督军					no_query_match
f_13143	靈魂守望者諾埃尔	13143	灵魂守望者诺埃尔					no_query_match
f_13144	靈魂守望者諾埃尔	13144	灵魂守望者诺埃尔					no_query_match
f_13150	座天使骑兵	13150	座天使骑兵					no_query_match
f_13156	座天使骑士	13156	座天使骑士					no_query_match
f_13162	座天使骑士長	13162	座天使骑士长					no_query_match
f_13167	奔雷杰拉	13167	奔雷杰拉					no_query_match
f_13168	奔雷杰拉	13168	奔雷杰拉					no_query_match
f_13174	智天使弓手	13174	智天使弓手					no_query_match
f_13180	智天使射手	13180	智天使射手					no_query_match
f_13186	智天使神射手	13186	智天使神射手					no_query_match
f_13191	穹翎海泽尔	13191	穹翎海泽尔					no_query_match
f_13192	穹翎海泽尔	13192	穹翎海泽尔					no_query_match
f_13198	炽天使	13198	炽天使					no_query_match
f_13204	炽天使精兵	13204	炽天使精兵					no_query_match
f_13210	炽天使領軍	13210	炽天使领军					no_query_match
f_13215	救赎之心卡瑞拉	13215	救赎之心卡瑞拉					no_query_match
f_13216	救赎之心卡瑞拉	13216	救赎之心卡瑞拉					no_query_match
f_13228	天使長加百列	13228	天使长加百列					no_query_match
f_13234	天使長拉斐尔	13234	天使长拉斐尔					no_query_match
f_13240	天使長烏列尔	13240	天使长乌列尔					no_query_match
f_13242	救赎天使莉莉絲	13242	救赎天使莉莉丝					no_query_match
f_13243	救赎天使莉莉絲	13243	救赎天使莉莉丝					no_query_match
f_13245	恋心天使安琪莉	13245	恋心天使安琪莉					no_query_match
f_13248	晨曦領主	13248	晨曦领主					no_query_match
f_13249	晨曦領主	13249	晨曦领主					no_query_match
f_13251	力量之墙	13251	力量之墙					no_query_match
f_13252	力量之墙	13252	力量之墙					no_query_match
f_13254	黑翼天使阿巴顿	13254	黑翼天使阿巴顿					no_query_match
f_13255	黑翼天使阿巴顿	13255	黑翼天使阿巴顿					no_query_match
f_13257	千歌	13257	千歌					no_query_match
f_13258	千歌	13258	千歌					no_query_match
f_13260	楚國诗人	13260	楚国诗人					no_query_match
f_13263	天之楔布芙	13263	天之楔布芙					no_query_match
f_13266	太乙真人	13266	太乙真人					no_query_match
f_13267	太乙真人	13267	太乙真人					no_query_match
f_13269	生命的化身	13269	生命的化身					no_query_match
f_13270	生命的化身	13270	生命的化身					no_query_match
f_13272	祝英台	13272	祝英台					no_query_match
f_13275	覺醒者米娅	13275	觉醒者米娅					no_query_match
f_13276	覺醒者米娅	13276	觉醒者米娅					no_query_match
f_13278	天使露西亞	13278	天使露西亚					no_query_match
f_13281	楊戬	13281	杨戬					no_query_match
f_13284	雲間玉镜	13284	云间玉镜					no_query_match
f_13287	冰霜露比	13287	冰霜露比					no_query_match
f_13290	聖裁之劍	13290	圣裁之剑					no_query_match
f_13293	羽柔靈使	13293	羽柔灵使					no_query_match
f_13296	光明君主	13296	光明君主					no_query_match
f_13297	光明君主	13297	光明君主					no_query_match
f_13299	暴力法子	13299	暴力法子					no_query_match
f_13300	暴力法子	13300	暴力法子					no_query_match
f_13302	曙光女神·欧若拉	13302	曙光女神·欧若拉					no_query_match
f_13305	炽戟四翼使	13305	炽戟四翼使					no_query_match
f_13308	誓约之盾	13308	誓约之盾					no_query_match
f_13311	守望之月	13311	守望之月					no_query_match
f_14006	魔童	14006	魔童					no_query_match
f_14012	魔仆	14012	魔仆					no_query_match
f_14018	魔兵	14018	魔兵	contain	山羊頭の魔兵	https://immortalchicks.com/dg/card_viewer/ci/bafengte02.jpg	f_14018_魔兵.jpg	copied
f_14023	狡诈的泰里昂	14023	狡诈的泰里昂					no_query_match
f_14024	狡诈的泰里昂	14024	狡诈的泰里昂					no_query_match
f_14030	石像鬼	14030	石像鬼					no_query_match
f_14036	白玉石像鬼	14036	白玉石像鬼					no_query_match
f_14042	黑曜石像鬼	14042	黑曜石像鬼					no_query_match
f_14047	沉睡者洛多維科	14047	沉睡者洛多维科					no_query_match
f_14048	沉睡者洛多維科	14048	沉睡者洛多维科					no_query_match
f_14054	地狱火	14054	地狱火					no_query_match
f_14060	震颤地狱火	14060	震颤地狱火					no_query_match
f_14066	恐怖地狱火	14066	恐怖地狱火					no_query_match
f_14071	焚盡者斯达特斯	14071	焚尽者斯达特斯					no_query_match
f_14072	焚盡者斯达特斯	14072	焚尽者斯达特斯					no_query_match
f_14078	深渊領主	14078	深渊领主					no_query_match
f_14084	残酷深渊領主	14084	残酷深渊领主					no_query_match
f_14090	暴虐深渊領主	14090	暴虐深渊领主					no_query_match
f_14095	屠城者卡里古拉	14095	屠城者卡里古拉					no_query_match
f_14096	屠城者卡里古拉	14096	屠城者卡里古拉					no_query_match
f_14102	梦魔女	14102	梦魔女					no_query_match
f_14108	噩梦魔女	14108	噩梦魔女					no_query_match
f_14114	梦魇魔女	14114	梦魇魔女					no_query_match
f_14119	引诱者莉莉絲	14119	引诱者莉莉丝					no_query_match
f_14120	引诱者莉莉絲	14120	引诱者莉莉丝					no_query_match
f_14126	感染源	14126	感染源					no_query_match
f_14132	疫病感染源	14132	疫病感染源					no_query_match
f_14138	瘟疫感染源	14138	瘟疫感染源					no_query_match
f_14143	作呕者弗雷德里克	14143	作呕者弗雷德里克					no_query_match
f_14144	作呕者弗雷德里克	14144	作呕者弗雷德里克					no_query_match
f_14156	長老之眼	14156	长老之眼					no_query_match
f_14162	巢母之眼	14162	巢母之眼					no_query_match
f_14180	堕天使精兵	14180	堕天使精兵					no_query_match
f_14186	堕天使領軍	14186	堕天使领军					no_query_match
f_14191	坠星路西法	14191	坠星路西法					no_query_match
f_14192	坠星路西法	14192	坠星路西法					no_query_match
f_14198	巴風特	14198	巴风特					no_query_match
f_14204	巴風特戰士	14204	巴风特战士					no_query_match
f_14210	巴風特头目	14210	巴风特头目					no_query_match
f_14215	执行者伊尼亞斯	14215	执行者伊尼亚斯					no_query_match
f_14216	执行者伊尼亞斯	14216	执行者伊尼亚斯					no_query_match
f_14222	安达尔	14222	安达尔					no_query_match
f_14228	巴尔	14228	巴尔					no_query_match
f_14234	迪亞波羅	14234	迪亚波罗					no_query_match
f_14240	墨菲斯	14240	墨菲斯					no_query_match
f_14246	石像鬼	14246	石像鬼					no_query_match
f_14252	白玉石像鬼	14252	白玉石像鬼					no_query_match
f_14258	黑曜石像鬼	14258	黑曜石像鬼					no_query_match
f_14263	沉睡者洛多維科	14263	沉睡者洛多维科					no_query_match
f_14264	沉睡者洛多維科	14264	沉睡者洛多维科					no_query_match
f_14270	復生巴尔	14270	复生巴尔					no_query_match
f_14276	毁滅巴尔	14276	毁灭巴尔					no_query_match
f_14278	绯紅基亞拉	14278	绯红基亚拉					no_query_match
f_14279	绯紅基亞拉	14279	绯红基亚拉					no_query_match
f_14281	科什	14281	科什					no_query_match
f_14282	科什	14282	科什					no_query_match
f_14284	刽子手阿拉斯特尔	14284	刽子手阿拉斯特尔					no_query_match
f_14285	刽子手阿拉斯特尔	14285	刽子手阿拉斯特尔					no_query_match
f_14287	魅煞伊芙琳	14287	魅煞伊芙琳					no_query_match
f_14296	雙生暗影·凛	14296	双生暗影·凛					no_query_match
f_14298	雙生暗影·樱	14298	双生暗影·樱					no_query_match
f_14301	寂滅者	14301	寂灭者					no_query_match
f_14304	逆命毒誓洛麗亞	14304	逆命毒誓洛丽亚					no_query_match
f_14307	暗刃·魅刹	14307	暗刃·魅刹					no_query_match
f_15023	神选者康諾特	15023	神选者康诺特					no_query_match
f_15047	戰团守護英德里克	15047	战团守护英德里克					no_query_match
f_15071	不朽的艾格尼絲	15071	不朽的艾格尼丝					no_query_match
f_15095	無私的奥莱	15095	无私的奥莱					no_query_match
f_16023	仙靈女王凯瑟琳	16023	仙灵女王凯瑟琳					no_query_match
f_16047	揭秘者坦尼斯	16047	揭秘者坦尼斯					no_query_match
f_17023	混血公主普林斯	17023	混血公主普林斯					no_query_match
f_17047	無根者伊思	17047	无根者伊思					no_query_match
f_17523	堕影督軍格鲁斯	17523	堕影督军格鲁斯					no_query_match
f_17547	深渊屠夫黑刃	17547	深渊屠夫黑刃					no_query_match
f_8002	國王奥古斯都	8002	国王奥古斯都					no_query_match
f_8004	復仇旋舞茱蒂	8004	复仇旋舞茱蒂					no_query_match
f_8006	不敗尊者卡修	8006	不败尊者卡修					no_query_match
f_8010	猎狗克里冈	8010	猎狗克里冈					no_query_match
f_8012	冰雪祭司瑞莱	8012	冰雪祭司瑞莱					no_query_match
f_8014	獸人王狮吼	8014	兽人王狮吼					no_query_match
f_8016	疾影劍迦羅娜	8016	疾影剑迦罗娜					no_query_match
f_8018	死靈君主希洛	8018	死灵君主希洛					no_query_match
f_8022	雷霆蜥蜴王	8022	雷霆蜥蜴王					no_query_match
f_8024	蛮王火齿	8024	蛮王火齿					no_query_match
f_8026	帅小伙翔仔	8026	帅小伙翔仔					no_query_match
f_8028	诱骗者迪卡伊	8028	诱骗者迪卡伊					no_query_match
f_8030	巨槌沃多	8030	巨槌沃多					no_query_match
f_8032	猎龍將軍文森特	8032	猎龙将军文森特					no_query_match
f_8034	尊贵的艾瑞亞	8034	尊贵的艾瑞亚					no_query_match
f_8036	御林铁衛希恩	8036	御林铁卫希恩					no_query_match
f_8038	焰纹凯蒂	8038	焰纹凯蒂					no_query_match
f_8044	劍聖艾拉	8044	剑圣艾拉					no_query_match
f_8046	狼王加內特	8046	狼王加内特					no_query_match
f_8048	骷髏王克尔多	8048	骷髅王克尔多					no_query_match
f_8050	囚魂領主布雷泽	8050	囚魂领主布雷泽					no_query_match
f_8056	梦魇	8056	梦魇					no_query_match
f_8058	死亡之花伊尔莎	8058	死亡之花伊尔莎					no_query_match
f_8060	邪力	8060	邪力					no_query_match
f_8040	远古之槍妮可	8040	远古之枪妮可					no_query_match
f_8052	天堂的審判者	8052	天堂的审判者					no_query_match
f_8062	異血蝠王	8062	异血蝠王					no_query_match
f_8064	木盾约伯	8064	木盾约伯					no_query_match
f_9009	疯狂牛王加摩尔	9009	疯狂牛王加摩尔					no_query_match
f_9023	召喚使者愛麗絲	9023	召唤使者爱丽丝					no_query_match
f_9025	骷髏王克尔多	9025	骷髅王克尔多					no_query_match
f_9026	骷髏王克尔多	9026	骷髅王克尔多					no_query_match
f_9028	摩羯座守護星	9028	摩羯座守护星					no_query_match
f_9029	摩羯座守護星	9029	摩羯座守护星					no_query_match
f_9030	摩羯座守護星	9030	摩羯座守护星					no_query_match
f_9106	大天使百夫長	9106	大天使百夫长					no_query_match
f_9218	贞德	9218	贞德					no_query_match
f_9219	梅琳妲	9219	梅琳妲					no_query_match
f_9220	十文字茜	9220	十文字茜					no_query_match
f_9310	史莱姆國王阿凯	9310	史莱姆国王阿凯					no_query_match
f_9401	狐先知雪伦	9401	狐先知雪伦					no_query_match
f_9402	情报專家靈耳	9402	情报专家灵耳					no_query_match
f_9403	鼠人上忍	9403	鼠人上忍					no_query_match
f_9404	海之守護女神	9404	海之守护女神					no_query_match
f_9405	忠义之靈犬	9405	忠义之灵犬					no_query_match
f_9406	降龍之不戒尼	9406	降龙之不戒尼					no_query_match
f_9407	火眼的貓女神	9407	火眼的猫女神					no_query_match
f_9408	風暴之神	9408	风暴之神					no_query_match
f_9409	创世太陽神	9409	创世太阳神					no_query_match
f_9410	亞特弥	9410	亚特弥					no_query_match
f_9411	贞德	9411	贞德					no_query_match
f_9412	卡洛斯	9412	卡洛斯					no_query_match
f_9413	紫帝	9413	紫帝					no_query_match
f_9414	梅琳妲	9414	梅琳妲					no_query_match
f_9415	愛的连线·媒神	9415	爱的连线·媒神					no_query_match
f_9416	十文字茜	9416	十文字茜					no_query_match
f_9417	卡尔娜	9417	卡尔娜					no_query_match
f_9418	恋人	9418	恋人	contain	精霊族の恋人ゲオルゲ	https://immortalchicks.com/dg/card_viewer/ci/JP_SpiritLover.jpg	f_9418_恋人.jpg	copied
f_9524	凯普莱特家仆	9524	凯普莱特家仆					no_query_match
f_9526	凯普莱特骑士	9526	凯普莱特骑士					no_query_match
f_9528	凯普莱特勇士	9528	凯普莱特勇士					no_query_match
f_9535	玉兔精	9535	玉兔精					no_query_match
f_9543	梦幻假日索瑪麗	9543	梦幻假日索玛丽					no_query_match
f_9549	梦魇骑士杜拉罕	9549	梦魇骑士杜拉罕					no_query_match
f_9551	南瓜領主杰克	9551	南瓜领主杰克					no_query_match
f_9559	驯鹿之靈	9559	驯鹿之灵					no_query_match
f_9561	聖诞女郎梅麗尔	9561	圣诞女郎梅丽尔					no_query_match
f_9569	年煞	9569	年煞					no_query_match
f_9571	烛影龍妖	9571	烛影龙妖					no_query_match
f_9577	惡作剧小丑	9577	恶作剧小丑					no_query_match
f_9579	怪诞愚者	9579	怪诞愚者					no_query_match
f_9583	岩脊巨怪	9583	岩脊巨怪					no_query_match
f_9585	迪亞波羅	9585	迪亚波罗					no_query_match
f_9587	疯狂牛王加摩尔EX	9587	疯狂牛王加摩尔EX					no_query_match
f_9591	熊孩子东东	9591	熊孩子东东					no_query_match
f_9593	糖心使者海莉	9593	糖心使者海莉					no_query_match
f_9594	糖心使者海莉	9594	糖心使者海莉					no_query_match
f_9595	人類泳装	9595	人类泳装					no_query_match
f_9600	巨蟹座	9600	巨蟹座					no_query_match
f_9602	假日貓女索瑪麗	9602	假日猫女索玛丽					no_query_match
f_9604	梁山伯	9604	梁山伯					no_query_match
f_9606	学姐索菲亞	9606	学姐索菲亚					no_query_match
f_9608	迅刃格蕾絲	9608	迅刃格蕾丝					no_query_match
f_9610	太乙真人	9610	太乙真人					no_query_match
f_9612	玉兔	9612	玉兔					no_query_match
f_9614	雲間玉镜	9614	云间玉镜					no_query_match
f_9616	逆位高塔	9616	逆位高塔					no_query_match
f_9618	天蝎座	9618	天蝎座					no_query_match
f_9620	银色守衛	9620	银色守卫					no_query_match
f_9622	萬聖小丑	9622	万圣小丑					no_query_match
f_9624	逆位魔鬼	9624	逆位魔鬼					no_query_match
f_9626	射手座	9626	射手座					no_query_match
f_9628	酥烤焦糖鸡	9628	酥烤焦糖鸡					no_query_match
f_9630	芝麻糊糊鸡	9630	芝麻糊糊鸡					no_query_match
f_9632	紫薯麻麻鸡	9632	紫薯麻麻鸡					no_query_match
f_9634	肉汁重骑兵	9634	肉汁重骑兵					no_query_match
f_9636	不屈戰士利克	9636	不屈战士利克					no_query_match
f_9637	不屈戰士利克	9637	不屈战士利克					no_query_match
f_9638	聖诞绮梦蒂娜	9638	圣诞绮梦蒂娜					no_query_match
f_9639	聖诞绮梦蒂娜	9639	圣诞绮梦蒂娜					no_query_match
f_9640	聖诞雪精靈瑞絲	9640	圣诞雪精灵瑞丝					no_query_match
f_9642	雪國聖使拉夫尔	9642	雪国圣使拉夫尔					no_query_match
f_9643	雪國聖使拉夫尔	9643	雪国圣使拉夫尔					no_query_match
f_18004	佣兵隊長	18004	佣兵队长					no_query_match
f_18012	精靈狙擊手	18012	精灵狙击手					no_query_match
f_18016	精靈雷魔导	18016	精灵雷魔导					no_query_match
f_18020	翼人影武者	18020	翼人影武者					no_query_match
f_18024	貓人刺殺大師	18024	猫人刺杀大师					no_query_match
f_18028	僵尸衛隊長	18028	僵尸卫队长					no_query_match
f_18032	冷風幽靈	18032	冷风幽灵					no_query_match
f_18036	拒馬	18036	拒马					no_query_match
f_18040	秘法水晶塔	18040	秘法水晶塔					no_query_match
f_18044	蜥皮戰鼓	18044	蜥皮战鼓					no_query_match
f_18048	诅咒毒锅	18048	诅咒毒锅					no_query_match
