id	name	field	before	after
f_37109	黒板ちゃん	ability2	指名:傷害対象士兵致命一撃賦予:下一次行動結束時死亡。	指名:受傷士兵致命一撃獲得:下一次行動結束時死亡。
f_37109	黒板ちゃん	ability3	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_37109	黒板ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:黒板。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:黒板。
f_36979	コンパスちゃん	ability2	死神:周囲1格内停止敵士兵死相賦予:[自身HP]1。	死神:周囲1格内停止敵士兵死相獲得:[自身HP]1。
f_36979	コンパスちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36967	不死身のジェラルド	ability1	闘神斬:目標以及該後方2×1内全敵士兵英雄攻擊。傷害対象後退2格。	闘神斬:目標以及該後方2×1内全敵士兵英雄攻擊。傷害目標後退2格。
f_36967	不死身のジェラルド	ability3	冥想:每回合、自分傷害99治療。	冥想:每回合，自分傷害99治療。
f_36967	不死身のジェラルド	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:不死身。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:不死身。
f_36985	ラブレターちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36973	血まみれシャリー	ability2	秘策3:自身召喚者味方英雄場召喚士兵秘術賦予:每回合、召喚者牌庫卡牌1枚抽取。3回合持續。	秘策3:自身召喚者味方英雄場召喚士兵秘術獲得:每回合，召喚者牌庫卡牌1枚抽取。3回合持續。
f_36973	血まみれシャリー	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:血。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:血。
f_36990	ダース改	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:改。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:改。
f_36955	ラジカセちゃん	ability2	智計:傷害対象移動不能。1回合持續。	智計:傷害目標移動不能。1回合持續。
f_36955	ラジカセちゃん	ability4	自己暗示2:召喚時、自身攻擊4賦予:攻擊力+4。3回合持續。	自己暗示2:召喚時、自身攻擊4獲得:攻擊力+4。3回合持續。
f_36955	ラジカセちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36943	小さな魔法使いアリー	ability2	力天使召喚:每回合、周囲1格内光力天使(1/4/2/天使/長槍/自己犠牲)1體召喚。最大1體。	力天使召喚:每回合，周囲1格内光力天使(1/4/2/天使/長槍/自己犠牲)1體召喚。最大1體。
f_36943	小さな魔法使いアリー	ability3	信仰3:治療行自身HP+3、攻擊力+3。	信仰3:治療行自身HP+3、攻擊+3。
f_36943	小さな魔法使いアリー	ability4	全體治療10:每回合、自身全友方士兵傷害10治療。	全體治療10:每回合，自身全友方士兵傷害10治療。
f_36943	小さな魔法使いアリー	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:小魔法使。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:小魔法使。
f_36960	イブラ改	ability1	水晶爪:敵英雄場召喚士兵対、重傷賦予:全被傷害×2。5回合持續。	水晶爪:敵英雄場召喚士兵対、重傷獲得:全被傷害×2。5回合持續。
f_36960	イブラ改	ability2	落雷光1:味方全士兵落雷1賦予:每回合、隨機1名敵方士兵或英雄雷傷害1。	落雷光1:味方全士兵落雷1獲得:每回合，隨機1名敵方士兵或英雄雷傷害1。
f_36960	イブラ改	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:伊布拉改。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:伊布拉改。
f_36949	體育館靴ちゃん	ability1	擊退4:傷害対象後退4格。	擊退4:傷害目標後退4格。
f_36949	體育館靴ちゃん	ability2	無双模式8:召喚時、自身攻擊8賦予:攻擊力+8。3回合持續。	無双模式8:召喚時、自身攻擊8獲得:攻擊力+8。3回合持續。
f_36949	體育館靴ちゃん	ability3	闘志2:傷害與時攻擊力+2。	闘志2:傷害與時攻擊+2。
f_36949	體育館靴ちゃん	ability4	追風3:全友方士兵「射程+3」賦予。全敵士兵「射程-3」賦予。	追風3:全友方士兵「射程+3」獲得。全敵士兵「射程-3」獲得。
f_36949	體育館靴ちゃん	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:體育館靴。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:體育館靴。
f_36937	精霊族の恋人ゲオルゲ	ability3	闘志2:精霊:味方全精霊士兵闘志2賦予:傷害與時攻擊力+2。	闘志2:精霊:味方全精霊士兵闘志2獲得:傷害與時攻擊+2。
f_36937	精霊族の恋人ゲオルゲ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:精霊族恋人。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:精霊族恋人。
f_36913	地鬼姫リスベット	ability1	宝剣:召喚時、自身反射聖印賦予:被傷害反射。反射傷害減免不可。3回合持續。	宝剣:召喚時、自身反射聖印獲得:被傷害反射。反射傷害減免不可。3回合持續。
f_36913	地鬼姫リスベット	ability3	落雷11:每回合、隨機1名敵方士兵或英雄雷傷害11與。	落雷11:每回合，隨機1名敵方士兵或英雄雷傷害11與。
f_36913	地鬼姫リスベット	ability4	落雷11:每回合、隨機1名敵方士兵或英雄雷傷害11與。	落雷11:每回合，隨機1名敵方士兵或英雄雷傷害11與。
f_36913	地鬼姫リスベット	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:地鬼姫。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:地鬼姫。
f_36931	学院特待生サラ	ability1	雷撃爆破:射程+3。目標以及十字格内敵全員英雄攻擊。傷害対象25%機率無法行動。1回合持續。	雷撃爆破:射程+3。目標以及十字格内敵全員英雄攻擊。傷害目標25%機率無法行動，持續1回合。
f_36931	学院特待生サラ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:学院特待生。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:学院特待生。
f_36919	竜使いブラッドリー	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:竜使。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:竜使。
f_36925	黃金竜	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:黃金竜。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:黃金竜。
f_36907	魔術学院教師メル	ability1	白銀嵐:全敵士兵敵英雄攻擊。敵方傷害減免無視。傷害対象後退2格。	白銀嵐:全敵士兵敵英雄攻擊。敵方傷害減免無視。傷害目標後退2格。
f_36907	魔術学院教師メル	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:魔術学院教師。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:魔術学院教師。
f_36889	獣人姫ローサ	ability1	戦闘拒否:全敵士兵盲目賦予:攻擊不能。	戦闘拒否:全敵士兵盲目獲得:攻擊不能。
f_36889	獣人姫ローサ	ability2	癒顔:周囲1格内停止敵士兵忘却賦予:全能力失。	癒顔:周囲1格内停止敵士兵忘却獲得:全能力失。
f_36889	獣人姫ローサ	ability3	擊退4:傷害対象後退4格。	擊退4:傷害目標後退4格。
f_36889	獣人姫ローサ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:獣人姫。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:獣人姫。
f_36895	薄幸の術師ブリー	ability1	甦生:每回合、周囲1格内召喚者墓地士兵卡牌1枚復活。	甦生:每回合，周囲1格内召喚者墓地士兵卡牌1枚復活。
f_36895	薄幸の術師ブリー	ability4	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36895	薄幸の術師ブリー	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:薄幸術師。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:薄幸術師。
f_36883	ナオミ(着物姿)	ability2	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36883	ナオミ(着物姿)	ability3	不滅5:自身召喚者味方英雄場召喚士兵回歸魂賦予。5回合持續。	不滅5:自身召喚者味方英雄場召喚士兵回歸魂獲得。5回合持續。
f_36883	ナオミ(着物姿)	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:直美(着物姿)。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:直美(着物姿)。
f_36900	菓子職人アリソン	ability2	嫉妬:每回合、隨機射程内敵士兵1體嫉妬心賦予:[自身HP]1。5回合持續。	嫉妬:每回合，隨機射程内敵士兵1體嫉妬心獲得:[自身HP]1。5回合持續。
f_36900	菓子職人アリソン	ability4	必殺剣召喚2:每回合、周囲1格内必殺剣(1/5/1/飛翔/破甲/貫通/剣呪2/無欠盾):1體召喚。最大4體。	必殺剣召喚2:每回合，周囲1格内必殺剣(1/5/1/飛翔/破甲/貫通/剣呪2/無欠盾):1體召喚。最大4體。
f_36900	菓子職人アリソン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:菓子職人。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:菓子職人。
f_36877	ドルーガ改	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:德魯迦改。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:德魯迦改。
f_36853	獣人姫ブリアン	ability3	潜入2:傷害與時、周囲1格内貓人(2/4/9/減速1)1體召喚。最大4體。捕食対象。	潜入2:傷害與時、周囲1格内貓人(2/4/9/減速1)1體召喚。最大4體。捕食目標。
f_36853	獣人姫ブリアン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:獣人姫。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:獣人姫。
f_36864	ラシル改	ability2	樹雫5:自身召喚者味方英雄場召喚士兵清潔感賦予:減少效果影響受。5回合持續。	樹雫5:自身召喚者味方英雄場召喚士兵清潔感獲得:減少效果影響受。5回合持續。
f_36864	ラシル改	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:改。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:改。
f_36841	ロレン(着物姿)	ability2	根性5:首次行動時、全友方士兵月光賦予:死亡時、100%機率1度該場復活。5回合持續。	根性5:首次行動時、全友方士兵月光獲得:死亡時、100%機率1度該場復活。5回合持續。
f_36841	ロレン(着物姿)	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:洛倫(着物姿)。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:洛倫(着物姿)。
f_36859	どりす	ability1	暗器1:每回合、敵英雄1人物理傷害1。	暗器1:每回合，敵英雄1人物理傷害1。
f_36859	どりす	ability2	暗器1:每回合、敵英雄1人物理傷害1。	暗器1:每回合，敵英雄1人物理傷害1。
f_36859	どりす	ability3	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36859	どりす	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36870	セイレーン改	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:海妖改。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:海妖改。
f_36847	酔剣伝承者ムサシ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:酔剣伝承者。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:酔剣伝承者。
f_36805	ヒミコ	ability2	女王呪:近接傷害受到時、攻擊者(士兵)残酷運命賦予:行動結束時死亡、1回合持續。	女王呪:近接傷害受傷時、攻擊者(士兵)残酷運命獲得:行動結束時死亡、1回合持續。
f_36805	ヒミコ	ability3	生贄末路2:每回合、周囲1格生贄骨(1/0/4/壁/減速2/炎獄/憎悪3/返撃:毒3)2體召喚。最大4體。	生贄末路2:每回合，周囲1格生贄骨(1/0/4/壁/減速2/炎獄/憎悪3/返撃:毒3)2體召喚。最大4體。
f_36805	ヒミコ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36834	メタトロンEX	ability1	火炎弾:射程+2、傷害対象次回合火炎傷害1。	火炎弾:射程+2、傷害目標次回合火炎傷害1。
f_36834	メタトロンEX	ability2	冥想:每回合、自分傷害99治療。	冥想:每回合，自分傷害99治療。
f_36834	メタトロンEX	ability3	火舞3:每回合、敵英雄1人隨機敵英雄1人敵士兵1體火炎傷害3。	火舞3:每回合，敵英雄1人隨機敵英雄1人敵士兵1體火炎傷害3。
f_36834	メタトロンEX	ability4	火舞3:每回合、敵英雄1人隨機敵英雄1人敵士兵1體火炎傷害3。	火舞3:每回合，敵英雄1人隨機敵英雄1人敵士兵1體火炎傷害3。
f_36834	メタトロンEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36829	配達人ダニエラ	ability3	届物5:敵方傷害減免無視。傷害対象士兵使役代償5賦予:每回合、召喚者火炎傷害5。5回合持續。英雄對傷害與、牌庫卡牌隨機2枚墓地送。	届物5:敵方傷害減免無視。受傷士兵使役代償5獲得:每回合，召喚者火炎傷害5。5回合持續。英雄對傷害與、牌庫卡牌隨機2枚墓地送。
f_36829	配達人ダニエラ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:配達人。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:配達人。
f_36799	精霊の踊り子ハル	ability1	投:射程+2。50%機率傷害対象士兵魅了。1回合持續。	投:射程+2。50%機率受傷士兵魅了。1回合持續。
f_36799	精霊の踊り子ハル	ability2	強化舞3:自身召喚者味方英雄場召喚士兵生命20、闘志2賦予。10回合持續。	強化舞3:自身召喚者味方英雄場召喚士兵生命20、闘志2獲得。10回合持續。
f_36799	精霊の踊り子ハル	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:精霊踊子。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:精霊踊子。
f_36817	祈祷師ナオミ	ability1	電撃球:射程+2、傷害対象25%機率無法行動。1回合持續。	電撃球:射程+2、傷害目標25%機率無法行動，持續1回合。
f_36817	祈祷師ナオミ	ability4	反乱扇動5:首次行動時、敵英雄1名牌庫(1/1/6)5枚賦予。	反乱扇動5:首次行動時、敵英雄1名牌庫(1/1/6)5枚獲得。
f_36817	祈祷師ナオミ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:祈祷師直美。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:祈祷師直美。
f_36781	チョコイルザ	ability2	目:傷害対象50%機率無法行動。1回合持續。	目:傷害目標50%機率無法行動，持續1回合。
f_36781	チョコイルザ	ability3	背信:首次行動時、全敵士兵魅了賦予。1回合持續。	背信:首次行動時、全敵士兵魅了獲得。1回合持續。
f_36781	チョコイルザ	ability4	憑依10:死亡時、士兵倒士兵魅了賦予。10回合持續。	憑依10:死亡時、士兵倒士兵魅了獲得。10回合持續。
f_36781	チョコイルザ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36775	チョコリヒャルダ	ability1	白銀嵐:全敵士兵敵英雄攻擊。敵方傷害減免無視。傷害対象後退2格。	白銀嵐:全敵士兵敵英雄攻擊。敵方傷害減免無視。傷害目標後退2格。
f_36775	チョコリヒャルダ	ability2	恐:傷害対象士兵敵前逃亡賦予:攻擊不能。敵控制。2回合持續。	恐:受傷士兵敵前逃亡獲得:攻擊不能。敵控制。2回合持續。
f_36775	チョコリヒャルダ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36769	チョコロビン	ability2	魅了:每回合、射程内敵士兵1體魅了。1回合持續。	魅了:每回合，射程内敵士兵1體魅了。1回合持續。
f_36769	チョコロビン	ability3	絶対美人:召喚時、全敵士兵魅了賦予。3回合持續。敵英雄場召喚士兵魅了賦予。3回合持續。	絶対美人:召喚時、全敵士兵魅了獲得。3回合持續。敵英雄場召喚士兵魅了獲得。3回合持續。
f_36769	チョコロビン	ability4	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36769	チョコロビン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36745	捕食者アルテナ	ability1	来:召喚時、自身「技受到」賦予:戰場時、友方士兵味方英雄傷害代受到。5回合持續。	来:召喚時、自身「技受到」獲得:戰場時、友方士兵味方英雄傷害代受到。5回合持續。
f_36745	捕食者アルテナ	ability4	補足:敵英雄場召喚士兵対、残酷運命賦予:行動結束時死亡。自身敵士兵1體倒毎自身HP+10。	補足:敵英雄場召喚士兵対、残酷運命獲得:行動結束時死亡。自身敵士兵1體倒毎自身HP+10。
f_36745	捕食者アルテナ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:捕食者阿爾特娜。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:捕食者阿爾特娜。
f_36763	斧使いアビゲイル	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:斧使。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:斧使。
f_36757	獣使いダーリーン	ability1	蛇鞭:射程+1。友方士兵数敵士兵数多時、攻擊力+3。	蛇鞭:射程+1。友方士兵数敵士兵数多時、攻擊+3。
f_36757	獣使いダーリーン	ability2	血税3:全友方士兵血税3賦予:死亡時、敵英雄暗黒傷害3、召喚者傷害3治療。	血税3:全友方士兵血税3獲得:死亡時、敵英雄暗黒傷害3、召喚者傷害3治療。
f_36757	獣使いダーリーン	ability3	物深手2:傷害対象士兵被物理傷害+2。5回合持續。	物深手2:受傷士兵被物理傷害+2。5回合持續。
f_36757	獣使いダーリーン	ability4	猛獣4:每回合、周囲1格鋭牙狂虎(4/5/8/速歩/流血攻擊/破甲)4體召喚。最大4體。捕食対象。	猛獣4:每回合，周囲1格鋭牙狂虎(4/5/8/速歩/流血攻擊/破甲)4體召喚。最大4體。捕食目標。
f_36757	獣使いダーリーン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:獣使。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:獣使。
f_36750	精霊軍師カナリア	ability1	烈風:射程+2、傷害対象後退2格。	烈風:射程+2、傷害目標後退2格。
f_36750	精霊軍師カナリア	ability2	召精:每回合、周囲1格小妖精（1/1/1）一體召喚。	召精:每回合，周囲1格小妖精（1/1/1）一體召喚。
f_36750	精霊軍師カナリア	ability3	足封:全敵士兵足賦予:移動力-1。	足封:全敵士兵足獲得:移動力-1。
f_36750	精霊軍師カナリア	ability4	妖精魂芽:全友方士兵妖精化賦予:死亡時、妖精魂(1/2/1/虚無障壁/貴様連行/減速1/使役代償5)変。	妖精魂芽:全友方士兵妖精化獲得:死亡時、妖精魂(1/2/1/虚無障壁/貴様連行/減速1/使役代償5)変。
f_36750	精霊軍師カナリア	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:精霊軍師。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:精霊軍師。
f_36715	二槍使いルカ	ability2	清光:全友方士兵無欠賦予:減少效果影響受。	清光:全友方士兵無欠獲得:減少效果影響受。
f_36715	二槍使いルカ	ability3	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36715	二槍使いルカ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:二槍使。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:二槍使。
f_36721	神殺しキリアン	ability2	暗黒剣:10×1全敵士兵同列英雄攻擊力傷害與。傷害対象士兵呪賦予:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。	暗黒剣:10×1全敵士兵同列英雄攻擊力傷害與。受傷士兵呪獲得:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。
f_36721	神殺しキリアン	ability3	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36721	神殺しキリアン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:神殺。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:神殺。
f_36709	学院劣等生イルザ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:学院劣等生。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:学院劣等生。
f_36703	学院首席サンドラ	ability1	熱風:射程+2、敵方傷害減免無視。傷害対象後退2格。傷害対象次回合火炎傷害1。	熱風:射程+2、敵方傷害減免無視。傷害目標後退2格。傷害目標次回合火炎傷害1。
f_36703	学院首席サンドラ	ability2	変化魔法2:全友方士兵剣化2賦予:死亡時、飛刀(1/3/1/疾走/消滅/無欠盾)変	変化魔法2:全友方士兵剣化2獲得:死亡時、飛刀(1/3/1/疾走/消滅/無欠盾)変
f_36703	学院首席サンドラ	ability3	眷属盟約:友方士兵死亡時、HP+1、攻擊力+1。	眷属盟約:友方士兵死亡時、HP+1、攻擊+1。
f_36703	学院首席サンドラ	ability4	飛剣舞2:每回合、周囲1格飛剣(1/3/1/疾走/消滅)2體召還。（場味方飛剣2體以下時召喚）	飛剣舞2:每回合，周囲1格飛剣(1/3/1/疾走/消滅)2體召還。（場味方飛剣2體以下時召喚）
f_36703	学院首席サンドラ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:学院首席。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:学院首席。
f_36727	おーがたんEX	ability2	反撃:射程内攻擊受到時、反撃。	反撃:射程内攻擊受傷時、反撃。
f_36727	おーがたんEX	ability3	主君5:每回合、召喚者傷害5治療。	主君5:每回合，召喚者傷害5治療。
f_36727	おーがたんEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36734	ゼクエ改	ability3	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36734	ゼクエ改	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:改。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:改。
f_36696	ミストEX	ability2	薄魂5:每回合、神聖傷害5。	薄魂5:每回合，神聖傷害5。
f_36696	ミストEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36679	隻眼のウィルマ	ability1	闘神斬:目標以及該後方2×1内全敵士兵英雄攻擊。傷害対象後退2格。	闘神斬:目標以及該後方2×1内全敵士兵英雄攻擊。傷害目標後退2格。
f_36679	隻眼のウィルマ	ability2	圧:同列内全敵士兵麻痺賦予:無法行動。	圧:同列内全敵士兵麻痺獲得:無法行動。
f_36679	隻眼のウィルマ	ability4	闘志2:傷害與時攻擊力+2。	闘志2:傷害與時攻擊+2。
f_36679	隻眼のウィルマ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:隻眼。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:隻眼。
f_36673	双刀使いドミニカ	ability1	無双模式8:召喚時、自身攻擊8賦予:攻擊力+8。3回合持續。	無双模式8:召喚時、自身攻擊8獲得:攻擊力+8。3回合持續。
f_36673	双刀使いドミニカ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:双刀使。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:双刀使。
f_36685	死體製造機ロレン	ability3	周囲1格内停止全士兵残酷運命賦予:行動結束時死亡。	周囲1格内停止全士兵残酷運命獲得:行動結束時死亡。
f_36685	死體製造機ロレン	ability4	生血3:士兵死亡時、攻擊力+3。	生血3:士兵死亡時、攻擊+3。
f_36685	死體製造機ロレン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:死體製造機洛倫。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:死體製造機洛倫。
f_36690	タマモEX	ability1	烈風:射程+2、傷害対象後退2格。	烈風:射程+2、傷害目標後退2格。
f_36690	タマモEX	ability3	使役代償3:每回合、召喚者火炎傷害3。	使役代償3:每回合，召喚者火炎傷害3。
f_36690	タマモEX	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:EX。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:EX。
f_36667	ポセイドン	ability1	冥想:每回合、自分傷害99治療。	冥想:每回合，自分傷害99治療。
f_36667	ポセイドン	ability3	青雷4:每回合、戰場内味方異界士兵1體4點數氷結傷害全敵英雄與。	青雷4:每回合，戰場内味方異界士兵1體4點數氷結傷害全敵英雄與。
f_36667	ポセイドン	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36649	スルト	ability3	炎剣20:每回合、敵味方両方全士兵火炎傷害20。	炎剣20:每回合，敵味方両方全士兵火炎傷害20。
f_36649	スルト	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:。
f_36643	ヘラの影	ability1	暗影波:射程+2。傷害対象士兵呪賦予:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。	暗影波:射程+2。受傷士兵呪獲得:傷害與時、自分自身[自身攻擊力]1回攻擊。1回合持續。
f_36643	ヘラの影	ability3	穢5:每回合、敵英雄1人暗黒傷害5。	穢5:每回合，敵英雄1人暗黒傷害5。
f_36643	ヘラの影	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:赫拉影。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:赫拉影。
f_36637	地獄の女王ヘラ	ability1	玉砕:全友方士兵執念賦予:射程内攻擊受到時、反撃。致死傷害受到時、HP1残生残。效果発動時、下一次行動結束時残傷害受到。	玉砕:全友方士兵執念獲得:射程内攻擊受傷時、反撃。致死傷害受傷時、HP1残生残。效果発動時、下一次行動結束時残傷害受到。
f_36637	地獄の女王ヘラ	ability3	必殺剣召喚2:每回合、周囲1格内必殺剣(1/5/1/飛翔/破甲/貫通/剣呪2/無欠盾):1體召喚。最大4體。	必殺剣召喚2:每回合，周囲1格内必殺剣(1/5/1/飛翔/破甲/貫通/剣呪2/無欠盾):1體召喚。最大4體。
f_36637	地獄の女王ヘラ	description	從:immortalchicks:card_viewer 匯入（elite=1, group=new）。原始卡名:地獄女王赫拉。	從:immortalchicks:card_viewer 匯入（elite=1，group=new）。原始卡名:地獄女王赫拉。
